VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	2928.54	4778.21	3846.08	2413.52	5020.47
1	5861.69	6650.84	3288.21	5738.72	4738.64
2	3557.54	3765.06	6336.86	4384.53	2719.31
3	2844.66	2801.36	4527.76	3400.09	3576.41
4	3629.19	3444.81	3298.36	3099.42	4267.15
5	5528.08	5251.66	7715.22	5036.93	4791.68
6	3226.85	4125.01	6777.85	3217.36	4936.26
7	3281.89	2795.87	3123.31	3574.83	4193.24
8	2419.31	4644.44	3136.71	3468.63	3948.33
9	2490.14	3210.25	5050.25	2497	3101.61
10	4465.83	2082.75	2592.49	2338.01	3913.83
11	2190.41	4970.85	2890.57	3378.68	5378.43
12	5018.59	4175.97	4957.32	4478.71	4898.84
13	3012.93	2452.65	1852.15	2659.6	2568.62
14	2994.56	3233.66	4832.7	2888.53	4330.67
15	3324.92	2667.34	2181.51	1987.81	3969.92
16	7154.24	3531.25	3968.58	3841.55	3388.63
17	2263.13	3645.37	2293.18	4764.48	2440.72
18	2096.5	7293.34	3157.24	4596.68	2239.41
19	2049.6	2759.88	3620.65	2710.28	1707.21
20	4459.29	1851.45	1827.64	3977.8	3123.83
21	3232.11	3339.8	1825.55	1951.32	2737.17
22	2031.7	2325.78	2179.17	2030.33	2558.37
23	2471.37	1684.02	1819.03	5707.73	1133.29
24	2923.17	1927.77	1016.49	2720.33	3109.26
25	2141.57	2173.83	2141.86	4315.59	2013.81
26	2308.85	1202.46	1516.86	1904.33	2367.96
27	5786.09	1295.29	1444.51	3093.77	2666.95
28	2329.61	1963.34	1544.77	2161.11	2049.83
29	3141.94	1463.21	3326.28	2580.57	2870.33
30	3510.94	2841.54	1280.7	3092.26	1230.71
31	4324.21	2083.57	2637.36	2255.94	1928.11
32	1842.05	1536.48	1273.15	2487.6	1413.21
33	1559.99	989.459	2663.04	2017.42	1734.03
34	4441.75	2261.52	1717.04	1426.18	1531.96
35	1370.5	2797.29	1963.91	2282.75	1919.31
36	3060.02	1553.47	1132.16	2682.4	2121.59
37	1387.84	1410.14	1656.99	2386.78	1678.03
38	1312.82	1176.42	1493.07	1753.91	1949.2
39	1894.75	1158.79	1358.59	2005.48	1236.75
40	2922.62	1124.36	1349.23	2096.07	1138.66
41	1630.68	3159.49	1428.94	2329.02	1946.36
42	1507.17	1420.86	1660.94	2810.38	1692.25
43	1798.59	1879.63	1979.62	1219.43	2477.7
44	2804.57	1426.86	1790.25	2651.59	1251.71
45	1839.76	1307.33	1381.76	1732.27	2107.2
46	1827.39	990.222	1260.48	2358.56	1433.97
47	1758.32	1729.67	1242.87	1854.55	1701.33
48	2680.35	1966.26	1312.98	1718.34	1639.83
49	1299.49	1709.24	1773.79	1760	1704.13
50	1662.87	1235.42	1267.14	2439.35	2114.64
51	1350.74	1596.38	1662.18	2317.9	1414.36
52	2756.52	1299.19	2616.26	1664.36	1469.39
53	1805.73	987.96	1240.34	2121.93	1593.08
54	1512.28	1639.66	1244.14	2185.24	1867.65
55	1566.73	1304.87	1477.79	2475.46	1778.46
56	2527.85	2679.78	1531.12	1918.05	2085.87
57	1157.49	1477.65	2422.48	3426.2	2178.87
58	1544.09	1155.98	1237.8	3219.46	1428.74
59	3217.19	1056.9	1118.54	2368.86	1998.11
60	2167.05	1943.86	1234.68	1241.43	1351.46
61	1271.55	1132.3	1141.82	2079.15	1508.53
62	1614.16	1088.67	1374.89	2263.27	2210.07
63	2031.25	1583.19	1289.45	2602.97	1961.44
64	3009.92	1434.31	1649.12	2657.47	1522.31
65	2526.69	1105.65	1809.11	1616.71	1252.01
66	3221.53	1651.35	1202.9	1964.39	1509.64
67	2437.69	2136.42	1266.44	1866.59	2445.6
68	2384.31	2570.01	2036.56	2542.51	1439.94
69	1487.94	3352.95	1394.06	2003.75	2326.26
70	4698.68	2963.96	1940.05	2579.32	1830.23
71	1352.88	2339.33	3063.16	3242.53	1569.58
72	1789.18	2012.27	1824.99	3876.57	1741.59
73	2406	3946.39	1701.13	2007.19	1942.14
74	1766.89	2819.92	2090.41	2489.48	2174.36
75	5337.81	5724.4	2538.51	2790.06	1570.61
76	6758.04	4410.26	2987.27	4262.01	1576.26
77	1856.41	2398.12	3442.34	2503.42	2956.72
78	5329.26	1132.56	2523.98	2158.75	1967.39
79	2103.89	1522.32	2256.71	3922.92	4730.78
80	5022.14	2510.04	1856.56	3187.9	4213.26
81	2042.6	3057.51	2131.6	1835.22	3897.97
82	1787.03	2419.44	1418.2	2709.56	1626.25
