VOLNUM	fmriSeriesEncode#1Run1_2.bxh	fmriSeriesEncode#1Run2_4.bxh	fmriSeriesEncode#1Run3_6.bxh	fmriSeriesEncode#1Run4_8.bxh	fmriSeriesEncode#1Run5_10.bxh
0	702.075	708.722	709.839	714.758	716.101
1	700.611	706.38	707.507	712.558	714.016
2	699.744	706.371	708.301	712.247	710.709
3	700.118	705.026	709.725	714.524	714.397
4	700.535	706.197	708.419	714.315	714.011
5	699.767	705.284	709.23	714.573	715.606
6	700.421	706.9	707.273	713.847	715.287
7	703.632	707.266	708.502	713.197	714.45
8	703.78	707.61	707.962	713.149	715.942
9	704.012	708.88	707.654	713.104	714.239
10	703.323	707.282	706.148	713.091	715.506
11	702.312	708.584	708.63	713.496	714.474
12	698.155	708.483	711.468	712.945	716.198
13	700.504	711.072	713.97	712.159	716.346
14	700.032	711.306	712.818	713.079	716.919
15	703.168	710.265	709.486	712.766	717.234
16	704.297	711.009	711.365	715.482	716.244
17	705.784	710.309	711.346	716.851	716.693
18	701.676	709.461	712.83	716.078	717.279
19	701.128	709.679	713.141	715.765	716.673
20	703.27	707.272	711.22	715.758	717.371
21	703.372	708.324	711.354	714.893	716.08
22	701.322	710.116	707.631	716.486	717.267
23	701.801	709.435	709.732	713.398	717.21
24	703.361	709.801	710.991	716.071	717.581
25	702.307	709.27	709.516	717.88	716.139
26	700.841	708.557	709.168	718.224	715.429
27	701.342	708.974	708.844	715.146	718.247
28	699.669	706.91	709.74	716.424	717.549
29	702.404	709.237	710.082	713.328	715.943
30	702.287	706.306	710.027	713.226	714.698
31	703.62	707.529	709.415	713.092	714.39
32	702.368	705.156	708.814	711.508	715.543
33	702.292	706.194	707.782	712.803	713.473
34	700.837	708.78	708.454	712.131	714.285
35	701.97	709.064	706.21	712.526	713.343
36	701.332	709.547	709.539	712.834	714.847
37	699.861	707.695	709.234	712.574	714.32
38	700.711	709.421	712.075	714.806	716.789
39	702.247	710.802	710.297	715.367	715.919
40	701.856	710.008	712.377	715.279	721.241
41	702.425	710.163	710.432	713.964	718.279
42	704.526	709.274	710.745	714.138	717.148
43	701.375	708.286	711.728	715.5	717.453
44	704.324	708.509	710.151	714.834	715.727
45	703.081	706.405	710.898	716.86	716.983
46	702.398	709.263	710.757	715.215	714.746
47	702.904	708.412	710.046	713.23	715.733
48	701.568	710.904	710.796	714.794	715.579
49	702.446	709.805	709.865	714.027	716.425
50	702.881	711.664	710.711	715.394	716.16
51	702.06	709.408	710.172	715.615	717.067
52	702.462	709.953	710.09	714.331	715.611
53	700.953	707.864	711.266	713.929	716.03
54	702.022	708.121	709.501	713.456	715.93
55	701.283	708.678	710.173	713.418	716.583
56	700.828	708.039	708.635	715.449	715.7
57	701.992	704.46	708.238	715.73	717.082
58	701.54	706.782	709.475	715.109	715.335
59	701.923	707.679	708.416	714.946	715.428
60	701.486	710.305	709.802	711.908	714.409
61	700.909	708.239	707.869	713.453	714.602
62	701.857	709.006	709.682	715.908	714.451
63	699.738	707.027	709.492	713.608	714.542
64	702.864	707.96	710.25	714.318	716.422
65	703.081	708.252	711.075	715.083	717.702
66	702.333	708.755	710.16	715.577	716.489
67	702.69	709.918	710.5	715.135	714.867
68	702.475	710.429	709.599	716.011	717.159
69	702.986	709.883	710.586	716.15	718.794
70	699.013	710.695	711.193	715.333	713.269
71	703.033	708.951	710.976	714.152	717.696
72	703.093	710.012	710.484	710.076	717.401
73	704.062	708.724	709.735	713.753	719.288
74	704.536	707.309	709.854	714.357	719.128
75	702.431	709.921	711.056	715.656	714.398
76	703.677	708.998	710.068	715.185	716.133
77	703.173	709.233	710.455	713.838	717.43
78	702.037	708.182	709.094	713.264	717.046
79	702.365	708.585	710.685	712.309	716.057
80	700.405	708.667	710.835	711.871	715.299
81	700.662	707.823	710.365	711.183	711.398
