VOLNUM	fmriSeriesEncode#1Run1_2.bxh	fmriSeriesEncode#1Run2_4.bxh	fmriSeriesEncode#1Run3_6.bxh	fmriSeriesEncode#1Run4_8.bxh	fmriSeriesEncode#1Run5_10.bxh
0	109.935	109.98	109.751	109.796	109.878
1	109.928	109.967	109.739	109.773	109.872
2	109.927	109.961	109.766	109.81	109.846
3	109.926	109.935	109.767	109.791	109.872
4	109.945	109.953	109.769	109.801	109.869
5	109.946	109.944	109.749	109.784	109.869
6	109.938	109.948	109.729	109.787	109.866
7	109.931	109.954	109.743	109.806	109.867
8	109.961	109.946	109.752	109.771	109.867
9	109.934	109.96	109.737	109.783	109.856
10	109.953	109.946	109.747	109.762	109.846
11	109.985	109.944	109.753	109.734	109.872
12	109.937	109.948	109.748	109.732	109.852
13	109.981	109.92	109.73	109.706	109.842
14	109.932	109.925	109.756	109.704	109.835
15	109.885	109.921	109.723	109.713	109.832
16	109.928	109.922	109.751	109.756	109.818
17	109.904	109.948	109.74	109.737	109.83
18	109.971	109.939	109.749	109.729	109.804
19	109.941	109.934	109.717	109.737	109.811
20	109.91	109.921	109.724	109.745	109.801
21	109.929	109.921	109.717	109.728	109.782
22	109.957	109.917	109.76	109.75	109.825
23	109.962	109.939	109.712	109.746	109.763
24	109.924	109.928	109.753	109.757	109.751
25	109.942	109.922	109.76	109.776	109.738
26	109.928	109.899	109.75	109.718	109.747
27	109.943	109.914	109.736	109.722	109.748
28	109.914	109.911	109.754	109.706	109.757
29	109.942	109.903	109.728	109.729	109.753
30	109.916	109.894	109.758	109.708	109.764
31	109.938	109.906	109.729	109.722	109.741
32	109.922	109.914	109.749	109.71	109.759
33	109.933	109.903	109.728	109.731	109.75
34	109.904	109.918	109.736	109.734	109.747
35	109.934	109.895	109.739	109.744	109.744
36	109.909	109.917	109.728	109.75	109.755
37	109.979	109.918	109.728	109.747	109.785
38	109.925	109.912	109.749	109.754	109.762
39	109.938	109.886	109.72	109.73	109.759
40	109.934	109.889	109.726	109.754	109.771
41	109.935	109.879	109.718	109.733	109.737
42	109.966	109.896	109.726	109.737	109.755
43	109.951	109.898	109.73	109.761	109.785
44	109.959	109.899	109.753	109.746	109.77
45	109.924	109.863	109.724	109.739	109.77
46	109.937	109.873	109.73	109.721	109.794
47	109.928	109.885	109.718	109.72	109.762
48	109.971	109.895	109.738	109.726	109.793
49	109.946	109.894	109.756	109.747	109.781
50	109.937	109.873	109.767	109.758	109.798
51	109.947	109.871	109.722	109.749	109.761
52	109.927	109.875	109.724	109.731	109.769
53	109.944	109.87	109.732	109.719	109.759
54	109.936	109.869	109.731	109.673	109.744
55	109.952	109.873	109.729	109.7	109.74
56	109.955	109.866	109.731	109.694	109.727
57	109.957	109.87	109.728	109.712	109.743
58	109.933	109.869	109.729	109.713	109.74
59	109.948	109.85	109.731	109.714	109.738
60	109.96	109.879	109.734	109.696	109.726
61	109.947	109.865	109.75	109.71	109.715
62	109.955	109.859	109.738	109.706	109.708
63	109.976	109.879	109.753	109.751	109.696
64	109.956	109.867	109.738	109.724	109.705
65	109.945	109.869	109.74	109.731	109.705
66	109.931	109.872	109.705	109.692	109.702
67	109.95	109.893	109.734	109.702	109.721
68	109.94	109.895	109.733	109.701	109.703
69	109.969	109.884	109.726	109.698	109.728
70	109.933	109.878	109.726	109.68	109.721
71	109.953	109.885	109.721	109.681	109.71
72	109.926	109.875	109.733	109.688	109.723
73	109.924	109.878	109.711	109.684	109.717
74	109.933	109.884	109.745	109.713	109.749
75	109.939	109.847	109.709	109.712	109.714
76	109.93	109.834	109.741	109.716	109.715
77	109.935	109.852	109.711	109.689	109.707
78	109.921	109.851	109.727	109.701	109.703
79	109.949	109.853	109.708	109.675	109.712
80	109.929	109.867	109.71	109.708	109.7
81	109.949	109.84	109.739	109.712	109.705
82	109.919	109.86	109.702	109.683	109.701
83	109.933	109.838	109.726	109.722	109.698
84	109.935	109.851	109.692	109.698	109.675
85	109.941	109.855	109.725	109.706	109.658
86	109.925	109.847	109.696	109.718	109.681
87	109.952	109.863	109.727	109.712	109.687
88	109.926	109.844	109.714	109.729	109.691
89	109.956	109.852	109.752	109.781	109.681
90	109.958	109.869	109.724	109.761	109.717
91	109.96	109.798	109.719	109.761	109.713
92	109.922	109.815	109.703	109.776	109.658
93	109.938	109.816	109.714	109.764	109.696
94	109.971	109.82	109.718	109.787	109.684
95	109.953	109.843	109.725	109.77	109.727
96	109.944	109.829	109.736	109.775	109.714
97	109.932	109.837	109.704	109.762	109.705
98	109.931	109.837	109.737	109.792	109.702
99	109.924	109.821	109.71	109.762	109.704
100	109.961	109.845	109.703	109.816	109.715
101	109.957	109.869	109.705	109.768	109.711
102	109.924	109.831	109.713	109.787	109.687
103	109.91	109.848	109.731	109.783	109.713
104	109.94	109.849	109.691	109.774	109.686
105	109.93	109.837	109.715	109.769	109.742
106	109.941	109.844	109.702	109.771	109.693
