VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	-1	-1	1.82189	2.66313	-1
1	1.60947	-1	2.25296	2.95262	-1
2	-1	-1	-1	2.78267	-1
3	-1	-1	1.76999	2.51028	-1
4	-1	-1	1.92202	2.99023	-1
5	-1	-1	2.04034	2.68565	3.08425
6	2.23353	-1	2.06297	2.74888	2.79419
7	-1	1.7557	2.13391	3.08187	-1
8	2.30441	-1	2.18982	2.52176	2.54969
9	2.82006	1.84953	2.17524	3.12066	2.78775
10	2.36974	-1	2.1365	2.3506	2.7614
11	3.08094	-1	2.2577	3.14808	2.81984
12	3.14431	-1	-1	2.79963	2.55803
13	2.82031	-1	1.87282	2.2486	2.63595
14	2.97329	2.68952	2.19198	3.22394	2.46592
15	3.22835	2.10815	-1	3.09856	2.56957
16	3.24682	1.79436	2.38882	3.20959	2.38152
17	3.16348	2.68041	2.77328	2.74229	2.39028
18	2.92425	1.74461	2.39929	3.16707	2.38116
19	2.57003	2.57678	2.11236	-1	2.85178
20	-1	2.73406	2.2489	3.06536	2.89494
21	2.69426	3.05542	2.38634	3.62086	2.78737
22	2.77814	2.42404	2.29832	3.21187	2.84178
23	2.76616	2.25384	2.40985	3.01966	2.637
24	2.4112	-1	2.12253	3.22351	2.9669
25	2.85464	-1	2.04819	3.14321	2.90911
26	3.02491	-1	1.78848	3.112	2.80401
27	3.22625	2.24324	2.28135	3.13953	2.40397
28	2.19355	2.91246	2.12246	3.09133	2.90117
29	3.2993	2.45588	2.45376	3.05321	2.52344
30	3.11962	3.35662	2.57472	3.18441	2.71178
31	3.0795	3.4557	2.5197	3.39046	2.57611
32	2.99134	2.84377	2.71269	2.98103	2.98989
33	2.19499	3.17056	2.30633	3.24328	3.16876
34	2.95282	2.5398	3.70572	3.23563	2.47273
35	2.20007	2.44921	2.30098	2.7273	2.6434
36	2.5166	3.11412	-1	3.07114	2.55616
37	2.44524	2.68663	1.6039	2.85918	2.44941
38	-1	2.92898	1.806	3.15935	2.72243
39	-1	1.95845	1.88046	2.82549	2.84883
40	3.19928	2.2282	1.90274	3.14814	2.38365
41	3.27818	3.01943	2.21577	3.48195	2.51542
42	3.22943	1.59718	2.36624	3.37181	2.44196
43	3.46483	3.01414	2.27553	2.85454	2.3677
44	2.70257	2.50477	2.39574	3.19351	-1
45	2.62884	2.57356	1.81932	3.03218	2.02797
46	2.68386	2.69982	-1	3.41455	1.76341
47	2.65831	-1	-1	3.11979	2.32185
48	3.11652	2.36778	1.76094	3.19573	1.80805
49	2.9529	-1	-1	2.75119	2.63561
50	2.78134	-1	-1	2.49296	2.19282
51	2.89426	-1	-1	2.65966	2.56478
52	2.74598	2.13946	-1	4.62125	-1
53	2.62122	2.63788	-1	2.84817	2.87737
54	2.76154	-1	2.47008	2.49005	2.91305
55	2.87575	2.46419	1.85158	3.15356	3.3716
56	3.15073	-1	-1	2.57676	2.59655
57	3.19797	2.60635	-1	3.14965	2.14809
58	3.17874	-1	-1	3.04549	1.5009
59	3.48689	2.92185	-1	2.88192	1.91307
60	2.80764	2.49103	-1	2.85333	2.4961
61	2.98405	2.19591	1.83188	2.88491	-1
62	3.01865	2.68307	2.14013	2.79815	2.38183
63	2.92732	-1	1.94247	2.89915	-1
64	2.81463	2.73828	-1	2.30307	2.81537
65	2.69463	2.76838	-1	3.10875	2.12831
66	2.72966	-1	1.72223	2.20723	2.30519
67	2.81965	-1	-1	3.11573	2.58319
68	2.81543	-1	-1	3.44774	2.91673
69	3.00063	-1	-1	3.32967	2.30114
70	2.8411	2.32208	-1	3.15632	2.76706
71	3.00919	2.81284	-1	3.18997	2.76165
72	2.96685	-1	-1	3.24308	2.84611
73	3.01241	2.35188	2.67917	3.96597	2.33693
74	2.85181	2.57154	-1	3.41973	2.75153
75	2.81025	3.08656	-1	3.32449	2.22229
76	1.98173	2.68208	2.21808	3.03206	2.77963
77	2.90135	-1	1.9467	3.06241	2.26654
78	2.71778	2.57252	2.19192	3.12565	2.64647
79	2.96764	2.95246	2.37335	2.99725	2.54144
80	2.72954	2.72717	2.01412	3.15798	3.04347
81	2.50774	2.97691	2.29717	2.71659	2.28493
82	2.70927	2.83102	2.42395	3.36426	2.69649
83	2.35367	2.64809	2.1508	3.15233	3.22385
84	2.83865	2.52873	2.66313	3.20369	2.79595
85	-1	2.67942	2.31498	2.55157	2.78603
86	3.1381	2.81537	2.41628	3.16655	2.94554
87	2.75737	2.51996	2.32891	2.0942	2.81299
88	2.17649	-1	2.36796	2.51722	2.64417
89	2.75501	2.46481	2.91924	2.40003	2.57607
90	-1	2.82125	2.08189	2.98164	2.91563
91	2.44448	2.2262	2.12469	2.5388	2.5603
92	2.41042	2.82588	2.08572	2.83038	2.41875
93	3.08335	1.34626	-1	2.63609	2.44446
94	2.55497	2.61424	2.82616	2.29221	1.5982
95	3.04517	2.64513	3.013	2.69056	2.68271
96	3.25575	2.95003	2.97967	2.15145	2.21147
97	3.00376	2.28289	2.55596	-1	2.68541
98	-1	2.88216	2.44192	-1	2.50766
99	-1	-1	2.47246	-1	2.33435
100	-1	1.99444	1.97036	2.35635	2.45483
101	-1	2.27037	2.81496	2.36003	2.60965
102	2.32088	2.77134	2.27038	2.22467	2.82379
103	2.61502	2.73081	2.43129	3.10096	2.95114
104	2.20387	2.98639	2.67473	3.09992	2.62932
105	2.29689	2.27399	2.61433	2.98789	2.71273
106	2.86489	2.73387	2.71531	3.09084	3.03081
107	2.57852	2.62095	2.3911	3.19762	2.80371
108	2.38907	2.89143	2.17917	3.3669	3.1278
109	2.83592	2.71142	2.65722	3.34884	3.07674
110	2.76691	2.40061	2.44594	2.6899	3.12431
111	1.7857	3.00813	2.62941	3.25065	2.78615
112	-1	2.72669	2.41129	2.99545	3.93003
113	2.59651	2.7761	2.32788	2.71346	4.19374
114	2.73543	2.83066	-1	3.06927	3.42979
115	2.62802	2.56041	-1	1.98055	3.50975
116	1.63926	2.61108	-1	3.08316	3.39801
117	2.35653	-1	2.07895	2.34749	2.8874
118	2.46576	2.453	1.96028	3.23216	2.65853
119	2.61171	2.93017	2.26001	2.79211	2.86486
120	2.79186	2.56583	-1	2.90803	3.17888
121	2.74413	3.11026	2.47573	2.29411	2.99054
122	2.85781	3.52971	2.64643	3.1992	2.90022
123	2.77807	3.22285	2.55812	2.55402	3.30527
124	3.08986	2.97816	2.802	3.02238	3.33699
125	2.86495	2.90473	2.50452	3.18841	3.3501
126	2.9076	2.6026	2.62775	2.72465	3.31809
127	2.50253	2.85229	2.47038	3.47827	2.26246
128	3.11073	2.84467	2.31776	3.26265	3.47752
129	2.99124	1.92845	2.86192	3.13977	3.3891
130	3.02893	2.99575	2.46793	3.11918	3.19744
131	3.34613	3.05544	2.75176	2.76358	2.59992
132	3.23895	3.08949	2.52968	3.00938	3.20233
133	2.82421	2.83199	3.10342	2.98099	3.04536
134	3.37887	3.25018	-1	2.94873	3.1744
135	3.26951	2.92131	2.76164	3.1889	3.03511
136	3.02528	3.05673	2.58135	3.19326	2.85287
137	3.09034	3.34909	3.07814	3.27326	3.19513
138	3.23146	3.22355	3.18285	3.22373	3.34697
139	2.80386	2.86193	2.73407	2.67307	3.24068
140	2.95308	2.97188	2.83011	2.96192	3.536
141	3.0027	2.90782	2.47974	3.12092	3.1925
142	2.98013	2.88402	2.47162	2.99604	3.27129
143	-1	2.25553	2.0276	3.08688	2.29665
144	2.31468	2.7153	2.63543	2.81198	3.04538
145	3.20264	2.68994	2.68209	3.26791	3.11658
146	3.37694	3.14155	3.76387	3.11505	2.94012
147	3.42377	2.49071	2.88702	2.99829	2.89851
148	3.53677	2.56225	3.02681	3.02234	3.10045
149	3.22207	2.53362	3.09491	3.08366	3.05462
