VOLNUM	fmriSeriesEncode_2Run1_2.bxh	fmriSeriesEncode_2Run2_4.bxh	fmriSeriesEncode_2Run3_6.bxh	fmriSeriesEncode_2Run4_8.bxh	fmriSeriesEncode_2Run5_10.bxh
0	54.2624	54.4034	54.6282	54.4541	54.696
1	54.1727	54.4499	54.5218	54.4209	54.7976
2	54.2343	54.4283	54.4751	54.3878	54.7838
3	54.234	54.3883	54.5052	54.4178	54.7485
4	54.2613	54.4182	54.4843	54.3647	54.82
5	54.2843	54.3136	54.4943	54.3738	54.6855
6	54.2219	54.3723	54.541	54.393	54.6025
7	54.3065	54.3315	54.47	54.3726	54.7382
8	54.2082	54.3778	54.5406	54.4308	54.5978
9	54.1144	54.3569	54.4808	54.3654	54.5918
10	54.1766	54.3704	54.5371	54.4005	54.6099
11	54.0578	54.3895	54.4892	54.3537	54.6059
12	54.0884	54.3274	54.5142	54.3723	54.5898
13	54.1104	54.3844	54.5503	54.436	54.5747
14	54.0982	54.2537	54.5699	54.3733	54.5744
15	54.1088	54.2669	54.6474	54.3862	54.5533
16	54.0936	54.2965	54.6236	54.3497	54.5897
17	54.0965	54.2369	54.6014	54.3647	54.5989
18	54.0377	54.2245	54.5291	54.3148	54.5342
19	54.1127	54.2058	54.532	54.407	54.5284
20	54.1472	54.0847	54.4963	54.2847	54.5352
21	54.0299	54.0462	54.5278	54.2576	54.5174
22	54.0454	54.0406	54.5487	54.2902	54.4827
23	54.0658	53.9756	54.5405	54.4038	54.4157
24	53.9835	53.9275	54.4919	54.3027	54.5853
25	53.9835	53.8161	54.4819	54.3357	54.5628
26	53.9897	53.8261	54.5283	54.3324	54.5799
27	54.0211	53.908	54.493	54.3954	54.6161
28	53.9343	54.1744	54.5366	54.3492	54.5468
29	54.0111	54.0526	54.5241	54.3388	54.5735
30	53.992	54.1087	54.4953	54.3502	54.5766
31	53.9149	54.1745	54.4649	54.3277	54.6082
32	53.9412	54.0767	54.4802	54.3895	54.599
33	53.8698	54.0999	54.4656	54.4036	54.5555
34	53.913	54.0615	54.4752	54.391	54.5956
35	53.8825	53.998	54.5282	54.4417	54.5227
36	53.8568	54.1064	54.5021	54.3156	54.5744
37	53.9011	54.0395	54.5592	54.3709	54.5723
38	53.8669	54.0778	54.4779	54.3248	54.591
39	53.8902	54.0276	54.5359	54.3421	54.5296
40	54.0371	54.0239	54.5171	54.3376	54.5132
41	54.0427	54.096	54.5561	54.3309	54.5422
42	54.0185	54.0409	54.5123	54.2917	54.5348
43	54.0285	54.1399	54.5443	54.2985	54.55
44	53.9921	54.065	54.515	54.2933	54.4006
45	54.0852	54.0194	54.5587	54.2476	54.5034
46	54.0941	54.0683	54.4485	54.2222	54.4633
47	54.1131	53.9844	54.4807	54.2402	54.5026
48	54.035	54.0211	54.4669	54.3025	54.4386
49	54.044	54.0205	54.4538	54.2659	54.4734
50	54.0773	54.0259	54.4449	54.224	54.4266
51	54.0855	54.0011	54.4514	54.2273	54.4468
52	54.0362	54.0474	54.4681	54.1994	54.4331
53	54.0781	54.0648	54.3591	54.1981	54.5239
54	54.0602	53.9822	54.3509	54.1559	54.5203
55	54.0524	54.047	54.3646	54.2049	54.5772
56	54.0514	53.9946	54.4169	54.1794	54.4112
57	54.0511	54.0312	54.4007	54.2025	54.3535
58	54.0836	54.0212	54.4422	54.2454	54.4093
59	54.0468	54.0408	54.4758	54.1664	54.3533
60	54.1178	54.0871	54.3718	54.2398	54.3946
61	54.0681	54.0239	54.4122	54.3235	54.4094
62	54.0731	54.0579	54.4556	54.279	54.4223
63	53.9703	54.0266	54.4182	54.1795	54.3753
64	54.0004	54.0885	54.4434	54.2076	54.493
65	53.9913	54.2611	54.3599	54.3413	54.4829
66	54.0337	54.4909	54.3972	54.4066	54.5104
67	54.0558	54.8342	54.3742	54.4347	54.497
68	54.0042	54.6698	54.3887	54.3622	54.4761
69	54.0292	54.4078	54.3543	54.3774	54.4826
70	54.0036	54.3605	54.3324	54.3085	54.4924
71	54.0911	54.2818	54.3312	54.3403	54.5086
72	54.0106	54.3003	54.3595	54.3336	54.5022
73	54.033	54.2601	54.5139	54.3779	54.4775
74	54.0142	54.242	54.5055	54.4234	54.4768
75	54.0256	54.2046	54.5821	54.3558	54.4131
76	53.9704	54.197	54.5608	54.3463	54.4079
