VOLNUM	fmriSeriesEncode_1Run1_3.bxh	fmriSeriesEncode_1Run2_5.bxh	fmriSeriesEncode_1Run3_7.bxh	fmriSeriesEncode_1Run4_9.bxh	fmriSeriesEncode_1Run5_11.bxh
0	298.278	236.17	528.275	520.278	345.283
1	656.237	605.465	1250.76	1110.46	927.157
2	575.305	390.381	810.274	535.983	582.878
3	508.68	496.676	489.728	638.113	424.371
4	539.891	328.308	386.922	630.901	538.585
5	546.37	502.944	549.916	713.236	503.827
6	430.112	281.169	465.741	490.239	342.43
7	353.18	283.905	399.286	402.644	350.627
8	417.06	239.353	361.295	283.582	266.247
9	368.437	200.707	258.063	245.459	307.99
10	336.707	178.006	235.201	316.473	239.004
11	273.533	209.662	240.606	275.76	233.942
12	265.176	224.85	235.695	352.798	261.936
13	228.828	193.731	230.66	236.351	215.158
14	255.837	169.512	252.02	250.611	206.446
15	260.567	162.605	214.837	206.135	189.846
16	235.239	149.71	199.801	214.375	199.662
17	235.908	168.687	191.069	238.739	175.948
18	227.522	165.063	196.898	220.54	205.73
19	208.062	183.748	200.288	224.311	192.445
20	258.424	207.976	191.527	187.608	181.978
21	212.249	156.981	207.123	182.932	217.628
22	219.411	153.838	202.269	208.207	184.241
23	171.139	131.566	206.022	185.417	232.741
24	199.592	165.467	207.781	221.414	200.259
25	187.957	167.93	212.116	207.303	197.329
26	202.804	177.94	184.189	212.556	215.385
27	197.652	189.481	173.754	192.383	184.477
28	183.448	205.457	185.512	169.938	152.932
29	216.659	173.27	189.458	201.881	176.832
30	178.658	158.484	191.985	175.03	169.363
31	255.102	194.498	193.428	230.045	218.982
32	218.889	231.605	179.791	207.548	177.112
33	186.745	165.592	174.883	192.385	179.981
34	189.517	152.161	204.528	161.036	179.958
35	177.284	157.178	225.594	174.586	155.87
36	182.53	165.06	208.084	145.536	174.928
37	215.509	153.688	196.679	197.445	164.434
38	219.334	154.872	161.411	155.751	190.239
39	174.894	143.322	166.539	185.228	197.054
40	173.101	127.769	156.498	168.711	166.596
41	175.412	128.23	163.024	171.536	162.674
42	161.087	123.901	158.796	171.999	165.53
43	169.071	140.296	170.789	166.842	139.184
44	162.129	123.707	185.08	155.301	151.967
45	151.709	145.474	158.396	157.967	138.954
46	177.173	122.348	164.244	156.674	146.635
47	162.686	125.446	154.919	147.07	118.873
48	160.833	127.821	151.959	181.386	133.609
49	163.255	123.547	160.047	160.915	139.749
50	172.352	116.069	157.523	191.511	138.771
51	154.459	109.636	144.496	164.868	141.657
52	161.285	118.293	135.219	143.045	152.142
53	151.647	126.514	144.126	146.964	145.615
54	161.633	120.18	150.068	163.08	152.936
55	149.786	122.654	148.927	139.103	131.713
56	166.034	145.145	156.83	164.674	152.763
57	149.051	107.401	146.301	150.46	122.22
58	160.267	130.971	138.88	151.075	149.463
59	151.389	127.099	142.163	140.645	136.084
60	156.711	145.056	140.792	149.158	126.029
61	146.719	119.762	130.734	140.185	134.861
62	173.967	135.261	132.774	148.527	139.957
63	154.793	115.418	135.889	145.58	127.052
64	148.212	131.184	150.072	154.125	137.103
65	155.417	130.744	145.902	162.724	126.462
66	138.663	122.405	135.063	139.672	145.841
67	166.166	142.961	139.739	135.466	118.946
68	141.366	132.581	140.608	143.543	145.034
69	140.443	121.315	135.593	138.995	131.212
70	158.692	117.341	146.505	191.673	133.998
71	159.006	128.651	131.579	153.043	129.85
72	159.744	139.541	138.938	143.346	192.1
73	151.714	124.802	147.111	138.457	154.439
74	168.342	160.764	160.172	151.85	151.593
75	168.889	128.599	172.537	176.138	141.131
76	167.545	138.738	145.34	134.123	154.706
77	157.992	137.783	147.065	151.785	136.541
78	184.194	149.273	158.383	135.85	145.345
79	158.106	159.728	141.214	156.618	145.57
80	149.439	147.286	191.724	139.627	142.561
81	158.981	125.413	146.674	161.955	130.999
82	159.338	133.11	132.609	139.738	136.977
