VOLNUM	fmriSeriesEncode#1Run1_3.bxh	fmriSeriesEncode#1Run2_5.bxh	fmriSeriesEncode#1Run3_7.bxh	fmriSeriesEncode#1Run4_9.bxh	fmriSeriesEncode#1Run5_11.bxh
0	3.1676	4.22145	3.78685	3.63283	4.12456
1	3.22786	4.03741	3.85768	3.61102	3.83544
2	3.21244	4.06019	3.91531	3.61082	4.05119
3	3.12237	4.28907	3.80272	3.62829	4.01034
4	3.12372	4.15932	3.89507	3.48944	4.0926
5	3.07554	4.39432	3.80758	3.42638	4.1746
6	3.03946	4.20545	3.77725	3.75275	4.07386
7	3.09425	4.3463	3.76575	3.79638	3.74414
8	3.14235	3.90794	3.73907	3.81758	4.18821
9	3.14884	4.34011	3.73367	3.50979	3.28179
10	3.10688	4.22446	3.71585	3.6531	3.27604
11	2.49344	3.84706	3.62047	3.37856	3.11829
12	4.43582	4.18589	3.75851	3.47612	3.44042
13	4.54403	4.37421	3.73833	3.63612	3.76388
14	4.09236	4.16789	3.94202	3.58822	3.52356
15	3.97266	4.6378	3.67613	3.81108	3.36988
16	3.80645	4.35833	3.75219	3.12605	3.29372
17	3.49222	3.85725	3.67842	3.46619	4.09126
18	3.3575	3.93562	3.77934	3.48133	4.54402
19	3.48632	4.10938	3.73869	3.72935	4.41937
20	3.44966	4.13543	3.89697	3.62232	4.24009
21	3.47692	3.56819	3.75003	3.51149	4.47915
22	3.48418	4.59032	3.70877	3.44927	3.84742
23	3.45191	4.18744	3.77806	3.74728	4.51539
24	3.54117	3.96709	3.9044	3.82635	4.14046
25	3.47346	3.7427	3.78326	3.82378	4.20762
26	3.36083	3.8904	3.87169	3.84369	4.34993
27	3.33018	3.99696	3.85025	3.72194	4.29549
28	3.21528	3.85038	3.93415	3.70479	4.14127
29	3.14034	4.06523	3.86858	3.56149	4.40184
30	3.23334	3.63701	3.95034	3.73275	4.36285
31	3.29846	3.74688	3.88766	3.63199	4.43349
32	3.11763	3.59658	3.982	3.57658	4.42166
33	2.99013	2.89362	3.83616	3.79227	4.16798
34	3.04971	3.01917	4.02268	4.19693	4.41635
35	2.95689	3.27344	3.92751	3.63103	4.25283
36	3.10151	2.9056	3.88459	4.04353	4.10023
37	3.04647	3.2777	3.75128	3.56049	3.00719
38	2.67269	2.88854	3.62896	3.68801	4.04266
39	-1	3.68627	3.66682	3.58367	4.22579
40	2.9748	3.48576	3.57856	3.37045	4.36022
41	3.10627	3.00737	3.68587	3.46106	4.29279
42	3.25527	2.99736	3.4616	3.52571	4.04576
43	3.2255	3.10454	3.4523	3.43013	4.07615
44	3.39392	3.10605	3.4958	3.69077	4.01482
45	3.7486	2.98069	3.60461	3.66475	3.99
46	3.74333	2.98524	3.48484	3.77798	3.93123
47	3.91223	2.8281	3.37696	3.57352	3.49131
48	3.65598	2.79358	1.73527	2.77381	3.53829
49	3.79007	-1	4.01977	3.70274	3.37011
50	3.48313	2.54461	3.49461	3.6742	3.72638
51	3.42981	2.99682	4.37648	3.71341	3.25486
52	3.5928	3.39661	4.52108	3.83083	3.50745
53	3.15204	3.47365	4.46736	3.77112	3.82417
54	3.44063	3.62616	4.4982	3.89715	3.60721
55	3.36799	3.40203	4.51657	3.83932	3.9957
56	3.5928	3.89361	4.47168	3.7932	3.99284
57	3.3452	3.86468	4.45919	3.71817	4.19197
58	3.52135	3.98787	4.41503	3.87888	4.04164
59	3.32591	3.64478	4.46187	3.52183	4.09231
60	3.18369	3.80026	4.31836	3.80148	4.11293
61	3.30649	3.64725	4.4317	3.53632	4.41644
62	3.32973	3.91188	4.33841	3.54586	4.00726
63	3.80643	3.2198	4.19274	4.13701	3.52404
64	3.47069	3.11255	4.19895	2.92673	3.68465
65	2.7967	3.36136	4.38616	3.57591	3.97671
66	3.49938	3.51623	4.37588	3.72012	4.04902
67	3.41386	3.56633	4.21773	3.78769	4.00085
68	3.96067	3.20552	4.34448	3.91493	3.85222
69	3.13187	3.41792	4.29179	3.39025	4.00622
70	3.63377	3.5311	4.32367	3.62009	3.98767
71	3.07684	3.32135	4.22403	3.21899	3.94704
72	3.60117	3.39641	4.3877	3.66768	3.87175
73	3.6581	3.42958	4.34461	3.3752	3.96093
74	2.87079	3.43884	4.34941	3.44637	3.48941
75	3.7795	3.53368	4.31977	3.38516	3.34167
76	4.05104	3.29254	4.27555	3.69405	3.60671
77	4.31222	3.71326	4.17957	3.42238	3.83418
78	4.26838	3.5968	4.25115	3.67991	3.6195
79	3.73669	3.7355	4.17844	3.64996	3.66134
80	3.91929	3.51377	4.2403	3.97	3.5318
81	3.75005	3.75116	4.19407	3.81172	3.78482
82	3.22404	3.74065	3.88123	4.16131	3.4499
83	3.25677	3.77015	3.96669	3.90466	3.66496
84	3.01899	3.68388	4.13724	3.95148	3.41157
85	3.1833	3.61761	4.07103	3.92681	3.78834
86	3.23451	3.66438	4.06873	3.81827	3.92559
87	3.58767	3.72258	3.4394	3.83931	3.79573
88	2.93932	3.85678	3.66476	3.71354	3.44119
89	3.024	3.22007	3.42229	3.77545	3.11761
90	2.19637	3.00965	3.77442	3.49149	3.33438
91	2.8092	4.25467	3.54835	3.40267	3.3203
92	2.7809	4.28094	3.2923	3.85911	3.54514
93	3.14882	4.10026	3.22046	3.70935	3.65298
94	2.95133	3.63271	3.42274	4.03345	3.60129
95	3.23349	3.68144	3.21713	3.97376	3.10662
96	3.21952	4.23171	3.63648	4.07956	3.59025
97	3.45933	3.90051	3.42084	3.98785	3.70245
98	3.29117	4.14916	3.32192	3.68228	3.86506
99	2.81486	4.00192	3.34645	3.71655	3.98415
100	2.70108	3.84774	3.32269	3.55798	3.60325
101	2.69585	3.95824	3.50528	3.67518	3.7021
102	3.08611	3.99625	3.11543	3.75338	3.72359
103	3.55997	3.89417	3.3539	3.64027	3.69167
104	3.30937	3.68563	3.24763	3.98475	3.82917
105	3.16001	3.44998	3.40107	3.74665	3.8441
106	3.51653	3.58127	3.25241	4.11439	4.09023
107	3.64319	3.32171	3.40145	3.80315	3.87036
108	3.75875	3.77944	3.47846	4.06495	3.91514
109	3.42551	3.64693	3.41754	3.87271	4.10754
110	3.7945	3.63797	2.90392	3.68902	3.89009
111	3.94049	3.55808	3.73538	4.01977	4.26601
112	4.05449	3.77105	3.53486	3.74814	3.67938
113	3.78538	3.58077	3.39193	3.84381	4.04334
114	3.74821	3.44134	3.52825	3.7102	3.92438
115	3.79564	3.32189	2.79869	3.49558	3.23768
116	3.13328	3.21374	3.39736	3.38932	3.41472
117	-1	3.7113	3.20964	3.45758	3.62565
118	3.5936	3.65396	3.38668	3.25892	3.85558
119	3.45555	3.40353	3.28201	3.30511	3.84657
120	3.46372	3.11202	3.84807	2.89168	3.66135
121	3.19927	3.07506	3.07913	3.26113	-1
122	3.49532	3.1171	3.37453	4.21494	4.20538
123	3.43534	3.67693	3.36239	4.25434	4.091
124	3.56939	3.14066	4.00225	4.41458	4.11455
125	3.42617	3.23255	3.39478	4.41939	4.02948
126	3.35539	3.17906	3.53111	4.3571	3.98685
127	3.38493	3.44095	3.47976	4.09794	3.6965
128	3.55921	3.35733	3.64937	4.21693	3.99274
129	3.45198	3.25157	3.25004	4.26197	3.69473
130	3.44021	3.31537	3.46361	4.33162	3.79752
131	3.57375	3.35648	3.65862	4.20002	3.85553
132	3.48797	3.14991	3.67416	4.12687	3.79661
133	3.58202	3.73051	3.32792	4.1995	3.27022
134	3.47146	3.13616	3.34707	4.13877	3.32951
135	3.53152	3.50101	3.63139	4.11808	3.46432
136	3.47495	3.25396	3.61385	3.89369	3.5154
137	3.57041	3.7251	3.60213	4.05801	3.42253
138	3.52653	3.44217	3.66922	3.98316	3.41762
139	3.5764	3.42352	3.64353	3.91668	3.28415
140	3.55319	3.19231	3.54893	3.98848	3.43111
141	3.44672	3.24496	3.63037	3.57065	3.30043
142	3.293	3.29947	3.11291	3.82198	3.46875
143	3.54087	3.36773	3.25456	3.73912	2.93866
144	3.50901	3.41601	3.20547	3.80411	3.67004
145	3.55434	3.59784	3.14301	3.48338	3.41838
146	3.50314	3.47273	3.30447	3.62019	3.42098
147	2.93778	3.44031	2.94067	-1	3.43465
148	4.10912	3.83027	3.03625	4.0228	3.43943
149	3.71976	3.64449	3.26013	4.19271	3.46932
150	3.6237	3.44016	3.42449	3.97282	3.48582
151	3.65167	3.15906	3.77208	4.10262	3.89224
152	3.46732	3.13906	3.14052	3.9913	3.20639
153	3.43717	4.66604	3.23519	4.12734	3.79056
154	3.43629	4.25343	3.62866	4.07016	3.33517
155	3.60547	3.9666	3.25922	4.09775	3.49979
156	3.42826	3.8583	3.85142	3.93774	3.74876
157	3.54352	3.38591	3.51595	4.08111	3.40053
158	3.36293	3.36082	3.56147	4.00919	3.67293
159	3.54944	3.38052	3.68773	3.94354	3.86737
160	3.46471	3.35837	4.06845	3.96327	4.02802
161	3.67197	3.1815	3.84054	4.10616	3.91546
162	3.61528	3.39994	3.53588	4.07205	4.04056
163	3.75399	3.28641	3.98182	4.16902	4.15246
164	3.64815	3.51789	3.51684	4.13409	4.20326
165	3.81057	3.38178	3.7667	4.24833	4.11121
