# Overall Threshold 1: [ -2.02004773621687 2.02004737221687 ]
# Overall Threshold 2: [ -4.04009529043374 4.04009492643374 ]
VOLNUM	fmriSeriesEncode#1Run1_3.bxh	fmriSeriesEncode#1Run2_5.bxh	fmriSeriesEncode#1Run3_7.bxh	fmriSeriesEncode#1Run4_9.bxh	fmriSeriesEncode#1Run5_11.bxh
0	3.65609	2.2822	0.73228	1.95481	2.17471
1	3.41039	1.8624	0.370799	2.03055	1.94273
2	3.75168	1.54589	-0.350465	1.74554	1.97463
3	3.59991	1.45138	-0.827046	1.40353	1.74792
4	3.21471	1.42883	-0.804471	1.06904	1.62306
5	3.08416	1.43047	-0.464647	0.696491	1.82225
6	2.45216	0.944844	-0.33931	-0.367995	1.73823
7	1.85335	0.378649	-0.355302	0.292559	2.18502
8	1.97325	0.0629302	-0.391253	0.666942	1.42042
9	2.03655	0.122743	-0.263429	1.26118	1.07314
10	2.12264	0.375548	-0.591887	0.663696	0.577242
11	-0.824115	-0.0128438	-0.88517	0.0134068	1.10084
12	1.78623	-0.0371309	-2.24097	0.0303524	2.26172
13	2.08163	0.267349	-1.68731	0.728667	2.11571
14	2.39771	0.820658	-1.49294	1.10057	2.44623
15	2.63935	0.759045	-1.67446	0.628512	1.99145
16	2.31657	0.54558	-2.04002	0.569631	1.30111
17	-0.075461	-0.00637852	-2.10207	-0.442824	0.221081
18	-0.162072	0.117478	-1.71555	-0.143345	1.10508
19	1.52578	-0.120089	-1.88979	-0.0565886	0.80595
20	2.36814	-0.0455719	-2.02092	-0.0293977	0.915225
21	2.76796	-0.33245	-2.23835	-0.23263	0.786032
22	2.38168	-0.0985672	-2.6867	-1.71781	-0.0891906
23	1.05483	-0.950244	-2.62152	-2.28522	0.783119
24	1.25208	-0.87431	-2.3209	-2.08925	0.647058
25	0.942713	-1.17491	-2.57973	-1.89836	0.646107
26	0.845178	-1.44793	-2.75024	-1.63037	0.449816
27	0.485213	-1.67673	-2.70991	-1.46324	0.36962
28	0.502834	-1.72462	-2.86659	-0.0881006	-0.192023
29	0.147808	-1.65759	-3.30944	0.599833	0.296723
30	0.144578	-1.67352	-3.19398	0.382192	0.074789
31	-0.116415	-1.28873	-2.83955	-0.490971	-0.0456865
32	-0.179006	-1.03664	-2.9093	-0.640009	-0.136987
33	-0.0416908	-1.16459	-2.65175	-0.302102	-0.0133053
34	0.21499	-1.75897	-2.38833	-0.699186	-0.294855
35	-0.0632541	-0.536526	-2.30454	-0.374584	0.0545842
36	-0.30856	0.154414	-2.53343	-0.049823	0.835081
37	0.195626	0.118941	-2.39542	0.457692	0.523037
38	-2.58377	0.292975	-2.13493	-0.390746	0.953641
39	-2.26772	0.392461	-1.55875	0.303133	1.0212
40	0.109028	0.280867	-1.09877	0.719817	1.51981
41	0.411115	0.246635	-1.15112	0.400419	1.41863
42	0.646769	-0.0593715	-0.985878	0.445417	1.72991
43	0.512454	-1.14134	-1.68249	0.841228	1.50198
44	0.530727	-2.03106	-1.51529	-0.0362105	1.3661
45	1.36107	-1.64835	-1.5563	-0.484119	0.58529
