VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	108.808	108.765	108.632	108.534	108.801
1	108.809	108.783	108.618	108.515	108.785
2	108.797	108.783	108.595	108.53	108.793
3	108.788	108.786	108.613	108.523	108.806
4	108.797	108.784	108.613	108.537	108.811
5	108.792	108.774	108.615	108.55	108.802
6	108.789	108.797	108.6	108.563	108.785
7	108.784	108.786	108.612	108.574	108.793
8	108.796	108.79	108.617	108.553	108.803
9	108.792	108.792	108.611	108.58	108.807
10	108.801	108.796	108.612	108.563	108.828
11	108.79	108.809	108.607	108.544	108.807
12	108.773	108.797	108.61	108.576	108.816
13	108.785	108.797	108.617	108.571	108.82
14	108.779	108.793	108.616	108.578	108.81
15	108.791	108.802	108.615	108.564	108.812
16	108.777	108.787	108.61	108.561	108.814
17	108.777	108.811	108.624	108.585	108.818
18	108.773	108.794	108.647	108.556	108.812
19	108.772	108.796	108.605	108.571	108.809
20	108.78	108.802	108.618	108.546	108.807
21	108.773	108.816	108.612	108.557	108.814
22	108.771	108.827	108.627	108.571	108.792
23	108.765	108.804	108.616	108.505	108.791
24	108.769	108.807	108.61	108.538	108.82
25	108.783	108.779	108.617	108.525	108.805
26	108.772	108.783	108.62	108.515	108.802
27	108.778	108.786	108.603	108.54	108.807
28	108.765	108.786	108.63	108.521	108.812
29	108.76	108.77	108.609	108.517	108.794
30	108.747	108.76	108.601	108.53	108.787
31	108.762	108.771	108.625	108.535	108.788
32	108.737	108.779	108.597	108.544	108.808
33	108.771	108.775	108.603	108.526	108.805
34	108.768	108.783	108.594	108.531	108.783
35	108.752	108.77	108.603	108.515	108.784
36	108.764	108.767	108.606	108.517	108.793
37	108.769	108.768	108.614	108.539	108.784
38	108.759	108.753	108.587	108.522	108.789
39	108.763	108.773	108.601	108.537	108.775
40	108.76	108.776	108.582	108.567	108.804
41	108.766	108.785	108.577	108.549	108.803
42	108.774	108.79	108.576	108.551	108.792
43	108.767	108.769	108.583	108.535	108.786
44	108.767	108.772	108.59	108.545	108.794
45	108.732	108.777	108.579	108.548	108.805
46	108.764	108.787	108.603	108.557	108.815
47	108.764	108.784	108.579	108.541	108.814
48	108.775	108.786	108.584	108.543	108.804
49	108.747	108.776	108.568	108.562	108.783
50	108.755	108.789	108.601	108.554	108.785
