VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	675.279	673.924	676.747	677.264	676.202
1	673.137	672.228	673.014	674.562	674.264
2	672.944	671.053	677.134	675.044	676.165
3	672.733	669.984	675.97	674.464	675.941
4	673.41	669.478	674.944	673.781	673.663
5	673.624	671.162	675.076	674.763	672.674
6	673.241	671.272	672.356	673.209	675.056
7	673.457	673.208	674.52	674.665	675.836
8	674.991	673.55	675.477	675.669	678.852
9	675.522	673.048	675.496	676.154	677.836
10	674.992	674.458	675.408	677.776	676.915
11	673.514	673.736	674.684	678.896	675.198
12	675.172	675.09	676.571	674.63	675.147
13	676.586	674.844	678.959	678.907	675.431
14	677.114	675.204	679.096	679.369	677.634
15	675.988	674.761	678.267	679.761	676.144
16	676.491	675.081	677.848	678.197	677.612
17	676.186	674.147	678.619	677.447	675.411
18	676.951	674.143	675.021	679.424	675.85
19	677.902	674.332	680.227	674.278	676.245
20	677.402	673.346	679.7	680.663	676.449
21	675.844	674.165	676.927	677.787	675.309
22	676.579	673.269	677.007	676.865	675.531
23	673.3	673.066	676.099	675.531	675.451
24	676.195	671.581	676.799	681.538	677.294
25	672.527	675.782	675.435	679.945	676.059
26	674.765	676.736	675.742	676.381	675.54
27	676.599	675.248	675.107	677.824	675.964
28	677.252	675.194	675.292	673.177	676.992
29	676.293	673.674	675.337	674.042	678.318
30	674.047	672.944	674.968	677.355	677.628
31	673.41	673.839	674.8	676.781	677.268
32	674.484	672.492	675.821	677.061	676.022
33	672.244	673.836	676.552	677.67	676.236
34	672.766	671.553	677.174	676.403	675.563
35	672.269	673.931	678.511	677.014	674.493
36	676.309	671.616	677.733	676.482	675.943
37	675.91	672.38	677.324	675.402	675.875
38	673.739	672.083	677.656	677.406	674.947
39	675.323	673.93	677.848	678.227	675.79
40	674.881	674.153	676.66	677.48	675.255
41	676.635	675.416	677.902	675.074	675.678
42	677.104	674.187	676.636	676.756	677.094
43	678.092	675.324	674.612	678.895	675.984
44	674.076	673.58	677.444	674.774	675.628
45	676.054	676.217	678.176	677.693	677.954
46	681.044	675.501	678.377	680.591	677.527
47	676.347	675.129	677.223	680.322	676.425
48	674.844	674.066	676.27	679.638	673.995
49	675.953	671.884	675.648	676.571	675.564
50	677.225	675.955	675.892	677.372	676.129
51	675.239	674.534	675.701	678.42	678.712
52	676.051	674.639	675.071	677.073	677.898
53	676.023	673.126	674.634	676.648	676.419
54	674.598	673.875	675.201	676.62	675.503
55	673.524	673.184	676.104	675.828	675.162
