VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	3.80143	4.04031	4.20125	4.18432	4.41662
1	3.93564	3.97037	4.27159	3.8854	4.15066
2	3.91354	3.82326	4.09047	3.84212	4.09328
3	4.00698	4.20509	3.93635	3.75906	4.18058
4	3.90812	4.04096	4.16836	3.81345	4.18212
5	3.69512	4.0895	4.19125	3.72348	4.14207
6	3.8958	3.99097	4.33436	3.77505	4.32116
7	4.00323	4.22868	4.11445	3.86399	4.06326
8	3.87721	4.28206	4.26655	3.86712	4.16507
9	4.2234	4.26153	4.2157	3.86064	3.96699
10	3.78334	3.82349	4.23941	3.98921	4.66481
11	4.30999	4.08337	4.39148	4.05079	4.34065
12	4.13363	4.21584	4.34198	3.97151	4.13142
13	3.72007	3.929	4.31389	4.12406	3.87751
14	4.24198	3.69021	4.26885	4.00579	4.02931
15	4.31658	3.71334	4.31087	4.02663	3.69835
16	4.19348	3.79478	4.51058	4.04411	3.92381
17	4.01196	3.74003	4.36674	3.87115	4.10434
18	4.0717	4.11937	4.87007	4.14508	3.93977
19	4.22947	3.81565	4.29779	4.18146	3.81331
20	4.21128	4.00515	4.46895	4.41047	3.7797
21	4.06044	3.87316	4.0506	4.04711	3.63606
22	3.89991	3.71894	4.06679	4.65337	4.08861
23	4.18592	4.06039	4.32463	4.44446	3.74147
24	4.17187	3.8255	4.23546	4.14782	3.80584
25	4.6887	3.95681	4.16652	4.43963	3.60899
26	4.1736	4.57779	3.86309	4.39656	4.01598
27	3.82045	4.29446	3.95877	4.36687	4.18533
28	3.82653	4.53581	3.93659	4.71682	3.83791
29	4.08686	4.19105	4.00147	4.0858	4.23949
30	3.84149	4.625	4.03368	4.14116	4.08413
31	3.94599	4.34902	4.13943	4.07921	3.98377
32	4.41538	4.19012	4.19011	4.19549	3.8229
33	4.01646	3.84363	4.12267	4.02466	4.23521
34	4.42715	4.14014	4.3745	3.97352	4.54377
35	4.21106	4.24395	4.09907	4.22532	4.09805
36	4.56049	4.32253	4.40714	3.82758	4.02646
37	3.75598	4.19225	4.09358	4.14879	4.19963
38	4.38886	4.12411	4.24367	4.26141	4.13962
39	4.20927	3.90359	4.176	3.87068	3.78364
40	3.74979	3.77653	3.8853	4.04797	3.68341
41	4.11389	3.83993	4.40033	4.18692	3.84493
42	3.96523	4.00347	3.9051	4.1359	4.18281
43	4.32845	4.18303	3.96625	4.03993	4.00223
44	4.27264	4.12742	3.98313	4.55329	4.31036
45	3.79907	4.30131	4.12064	4.14751	4.16932
46	4.05906	3.95039	3.99843	3.9662	4.06688
47	4.30868	4.59835	3.88331	3.76634	4.18853
48	3.80941	4.1145	4.23632	4.42367	4.26324
49	3.91913	4.5547	4.08691	3.94457	4.0176
50	4.04987	4.22713	4.01724	4.03214	3.80001
51	3.93546	4.02913	3.83477	4.0018	3.83601
52	3.90482	4.42467	4.03639	3.99766	3.81942
53	4.42775	3.94311	3.8557	4.03508	4.27689
54	3.87831	3.90294	3.91554	4.08478	4.02323
55	3.87286	3.98964	3.98904	4.10806	3.77022
56	4.04301	3.91336	4.33235	4.1225	3.87094
57	3.9878	4.02967	4.26581	3.93985	4.00714
58	4.26313	3.95292	4.35537	4.00876	4.39241
59	3.9134	3.96	4.1425	3.92272	3.85792
60	4.02248	3.79237	4.47762	4.04707	3.95659
61	3.94041	3.72813	4.07473	3.98399	4.30142
62	4.01457	3.98667	4.11676	3.90147	3.89826
