VOLNUM	fmriSeriesMoCoSeries_4.bxh	fmriSeriesMoCoSeries_6.bxh	fmriSeriesMoCoSeries_8.bxh	fmriSeriesMoCoSeries_10.bxh	fmriSeriesMoCoSeries_12.bxh
0	181.788	235.22	263.883	284.853	197.585
1	390.441	453.323	510.103	518.397	361.49
2	364.975	349.255	363.486	520.455	305.828
3	274.962	292.088	316.666	363.167	292.975
4	261.616	277.031	361.118	263.497	209.652
5	273.944	303.78	268.237	377.186	274.337
6	237.438	214.049	275.839	247.053	266.177
7	225.972	216.679	413.26	256.395	194.607
8	183.579	187.641	317.298	263.983	214.898
9	219.778	198.652	261.367	176.331	209.967
10	178.355	194.225	262.521	200.477	169.386
11	168.096	161.57	208.901	207.382	175.203
12	221.935	201.011	216.967	171.095	167.691
13	191.999	190.178	192.836	158.891	155.633
14	164.643	198.515	181.221	186.303	170.795
15	164.326	171.226	184.247	155.346	162.381
16	166.015	144.601	179.963	152.612	143.747
17	168.604	141.942	179.132	145.396	160.884
18	154.143	151.926	184.753	170.677	147.674
19	131.91	146.416	215.035	166.334	146.234
20	135.9	136.473	199.361	148.447	136.019
21	148.094	148.877	200.035	140.013	139.341
22	134.65	150.203	185.09	146.127	128.061
23	146.018	144.429	173.383	173.93	161.106
24	168.244	145.978	186.945	139.505	147.92
25	161.572	156.656	176.211	155.166	135.557
26	163.502	134.32	148.043	132.234	134.649
27	136.997	141.14	159.704	130.379	147.504
28	154.036	169.72	177.536	129.32	150.964
29	142.076	140.965	178.983	122.977	133.259
30	143.511	130.359	168.333	151.583	131.551
31	179.715	180.351	161.422	158.559	176.31
32	142.241	144.01	161.443	131.825	126.935
33	136.451	119.645	151.286	142.859	131.826
34	142.121	138.408	151.332	123.416	126.948
35	135.695	134.01	160.73	126.951	120.147
36	138.525	132.468	135.364	127.453	123.635
37	128.398	132.192	143.459	123.822	137.297
38	131.165	117.033	131.766	135.449	135.301
39	126.211	134.849	166.557	120.523	125.452
40	149.604	129.576	159.571	118.96	121.757
41	152.207	117.447	163.008	131.771	132.246
42	144.657	133.511	162.124	122.267	122.546
43	138.294	119.431	143.091	124.5	132.019
44	138.752	121.554	160.994	123.758	132.154
45	144.23	126.44	136.387	129.717	115.068
46	138.616	119.963	150.919	115.752	130.016
47	124.645	120.797	141.1	135.856	128.801
48	166.339	123.911	147.507	120.536	113.061
49	164.554	115.03	148.383	117.988	122.925
50	147.886	127.907	152.451	127.837	119.615
51	129.96	138.953	147.088	112.108	124.985
52	129.813	130.104	153.456	114.19	130.914
53	141.931	136.229	176.549	114.849	120.6
54	173.518	139.535	168.211	124.401	128.408
55	177.082	124.4	176.99	127.866	122.783
56	144.755	119.609	177.257	113.755	121.616
57	146.764	157.711	140.028	145.312	124.271
58	168.366	128.961	147.381	115.722	151.758
59	179.834	136.847	159.045	124.197	121.099
60	131.536	145.418	153.614	146.348	158.225
61	144.651	120.856	153.567	132.147	160.741
62	154.801	154.111	154.478	187.673	116.07
63	147.836	127.836	166.3	139.448	116.115
64	133.945	147.625	141.999	136.318	138.488
65	141.452	152.847	152.755	139.473	122.416
66	133.453	136.15	157.606	162.997	119.244
67	157.352	117.97	186.421	148.856	127.017
68	133.951	147.343	159.382	161.449	130.862
69	132.811	143.001	135.25	151.336	144.472
70	137.712	131.422	160.723	126.378	156.001
71	132.68	136.108	161.209	117.072	145.893
72	135.984	114.53	158.573	125.523	129.058
73	158.683	146.62	152.59	124.417	119.039
74	137.234	123.879	143.472	134.703	140.106
75	152.26	140.77	226.688	135.973	139.343
76	133.202	130.714	160.908	132.649	135.945
77	127.974	140.506	155.856	128.386	146.157
78	122.853	113.541	152.529	151.285	150.712
79	128.087	110.348	145.213	172.44	120.116
80	130.471	128.186	177.793	161.992	122.09
81	125.714	134.774	190.921	147.228	119.915
82	133.686	140.017	132.432	105.961	120.145
