VOLNUM	fmriSeriesMoCoSeries_4.bxh	fmriSeriesMoCoSeries_6.bxh	fmriSeriesMoCoSeries_8.bxh	fmriSeriesMoCoSeries_10.bxh	fmriSeriesMoCoSeries_12.bxh
0	222.102	222.643	223.963	223.347	223.14
1	220.521	221.823	223.439	222.565	222.684
2	219.94	221.53	223.141	221.698	222.581
3	221.544	221.809	222.774	223.177	223.215
4	221.434	221.671	222.707	223.211	223.792
5	221.396	221.489	221.497	223.583	223.598
6	221.215	221.159	220.671	223.111	222.851
7	221.013	221.077	220.286	221.358	222.189
8	220.908	221.236	219.739	220.315	222.048
9	220.866	221.584	218.598	219.702	223.069
10	220.781	221.464	221.247	220.537	223.768
11	220.727	220.974	220.74	221.168	223.42
12	219.973	221.343	220.315	220.613	222.936
13	220.259	221.016	219.581	221.398	222.018
14	220.558	221.586	218.42	221.032	222.434
15	220.273	221.712	218.016	220.417	222.404
16	220.65	221.989	218.064	220.242	222.573
17	219.942	220.904	219.463	220.155	221.963
18	220.007	218.993	220.654	219.761	222.026
19	220.676	218.474	220.274	219.915	222.212
20	220.47	220.005	219.858	220.569	222.356
21	220.17	220.449	218.909	220.239	221.978
22	220.118	220.721	219.144	219.94	221.849
23	220.017	220.527	219.539	219.974	222.056
24	219.872	219.099	220.161	219.657	221.282
25	220.099	220.375	220.063	220.571	222.357
26	219.944	220.541	215.57	220.985	222.245
27	219.519	220.531	222.182	221.037	222.178
28	219.509	220.374	220.402	220.593	221.419
29	219.546	219.977	220.487	220.118	221.461
30	219.479	220.205	220.123	221.342	222.181
31	219.759	219.758	219.631	221.025	222.35
32	219.933	219.566	219.903	221.224	221.805
33	219.829	219.739	219.998	220.842	221.606
34	219.904	219.923	220.007	220.304	221.282
35	220.013	220.639	219.949	220.362	221.873
36	220.378	221.555	220.396	220.668	222.176
37	220.628	221.295	220.67	221.504	222.362
38	220.597	219.873	220.673	221.556	221.831
39	220.204	219.782	220.726	221.219	221.866
40	220.489	219.442	219.987	222.086	221.956
41	216.096	219.384	220.205	221.975	221.762
42	222.439	219.23	221.121	221.841	221.377
43	221.926	219.13	221.137	221.217	220.565
44	221.03	219.165	220.766	220.419	221.196
45	220.901	219.702	220.208	221.46	221.241
46	220.104	219.347	220.983	221.686	221.462
47	219.61	219.143	221.029	221.22	221.015
48	219.853	218.817	220.394	220.785	220.536
49	220.295	218.713	220.241	220.242	220.151
50	220.662	219.575	219.573	220.472	220.746
51	219.822	219.422	220.946	220.592	220.925
52	219.792	219.373	220.957	221.209	220.77
53	220.521	219.476	220.435	221.383	221.022
54	220.351	219.65	220.039	221.184	221.282
55	220.182	219.635	219.996	221.461	221.327
56	219.923	219.752	220.326	221.723	221.24
57	219.23	220.177	220.729	221.797	221.623
58	218.858	220.144	220.743	222.067	221.644
59	218.875	219.422	220.477	222.338	221.66
60	219.021	219.55	220.097	222.69	221.733
61	219.72	220.008	220.505	222.622	221.715
62	219.97	220.304	221.478	222.859	221.934
63	220.063	220.481	221.771	222.162	221.733
64	220.055	220.469	221.803	221.635	222.197
65	219.458	220.171	220.745	220.871	222.707
66	219.812	220.673	220.569	221.158	222.585
67	219.832	221.209	220.556	220.94	222.177
68	219.824	220.659	220.217	220.53	221.384
69	219.263	219.76	219.8	220.192	220.392
70	219.15	219.23	219.209	220.283	221.088
71	220.555	220.184	219.569	220.108	220.975
72	220.526	220.854	219.33	220.142	220.487
73	220.092	220.646	219.073	220.436	220.374
74	219.624	220.557	219.183	220.767	220.515
75	218.641	219.947	219.723	220.628	220.786
76	219.193	219.931	220.418	220.67	220.844
77	219.897	221.025	220.826	218.973	221.053
78	219.71	220.839	220.821	219.467	221.081
79	219.535	220.26	220.956	219.671	221.146
80	219.368	220.159	220.874	220.914	220.958
81	219.736	219.948	220.823	221.391	220.898
82	219.874	220.067	220.895	221.367	220.891
83	219.91	220.173	220.859	220.868	220.989
84	219.628	219.747	221.181	220.469	221.19
85	219.48	219.98	220.921	220.486	221.644
86	219.56	220.043	221.866	220.321	222.718
87	219.311	220.245	221.988	220.898	223.348
88	219.72	220.092	222.218	221.194	223.241
89	219.938	219.779	221.29	221.174	222.65
90	220.301	219.773	217.755	220.675	221.754
91	219.25	220.458	220.236	220.634	221.487
92	218.975	220.407	219.805	220.797	221.716
93	219.267	220.273	220.502	220.7	221.52
94	219.212	220.281	220.883	220.489	221.129
95	219.231	220.119	220.237	219.821	220.759
96	219.425	220.29	219.698	220.168	220.981
97	219.289	220.208	219.144	220.464	220.586
98	219.057	220.154	219.107	219.953	221.538
99	219.779	219.84	219.824	220.123	221.607
