VOLNUM	fmriSeriesMoCoSeries_4.bxh	fmriSeriesMoCoSeries_6.bxh	fmriSeriesMoCoSeries_8.bxh	fmriSeriesMoCoSeries_10.bxh	fmriSeriesMoCoSeries_12.bxh
0	115.863	115.812	115.98	115.827	116.022
1	115.865	115.762	116.081	115.758	116.021
2	115.887	115.85	116.151	115.841	116.032
3	115.738	115.792	116.07	115.554	116.013
4	115.891	115.814	116.03	115.841	115.952
5	115.836	115.831	116.128	115.777	116.044
6	115.806	115.805	116.036	115.762	116.089
7	115.843	115.738	115.965	115.814	115.982
8	115.833	115.863	116.03	115.705	115.986
9	115.762	115.813	115.838	115.761	116.011
10	115.787	115.76	115.887	115.743	115.993
11	115.804	115.87	116.114	115.756	116.095
12	115.868	115.808	116.094	115.853	116.021
13	115.89	115.842	116.097	115.8	116.066
14	115.8	115.714	116.057	115.876	116.039
15	115.878	115.863	116.007	115.83	116.056
16	115.806	115.828	116.021	115.774	116.009
17	115.86	115.844	116.096	115.87	116.085
18	115.879	115.858	116.06	115.853	116.036
19	115.879	115.91	116.104	115.805	116.109
20	115.862	115.836	116.085	115.858	116.049
21	115.831	115.9	116.085	115.871	116.085
22	115.838	115.863	116.077	115.826	116.053
23	115.832	115.847	116.117	115.823	116.051
24	115.858	115.878	116.132	115.841	116.121
25	115.875	115.827	116.204	115.795	116.06
26	115.769	115.901	116.65	115.846	116.097
27	115.835	115.879	115.706	115.791	116.012
28	115.79	115.832	116.07	115.761	116.069
29	115.765	115.847	115.999	115.751	115.971
30	115.791	115.775	115.966	115.806	116.025
31	115.794	115.818	115.978	115.785	116.053
32	115.747	115.821	115.999	115.781	116.055
33	115.817	115.785	115.946	115.82	116.019
34	115.787	115.837	115.932	115.827	116.069
35	115.735	115.774	116.038	115.764	115.954
36	115.812	115.764	116.011	115.81	116.029
37	115.82	115.939	116.058	115.846	116.032
38	115.853	115.919	116.099	115.827	116.007
39	115.915	115.806	116.06	115.882	116.071
40	115.86	115.886	116.097	115.817	116.009
41	115.912	115.875	116.146	115.916	116.09
42	115.67	115.848	116.118	115.844	116.03
43	115.826	115.907	116.165	115.84	116.042
44	115.896	115.856	116.139	115.851	115.977
