VOLNUM	fmriSeriesEncode#1Run1_2.bxh	fmriSeriesEncode#1Run2_4.bxh	fmriSeriesEncode#1Run3_6.bxh	fmriSeriesEncode#1Run4_8.bxh	fmriSeriesEncode#1Run5_10.bxh
0	5.1356	4.82922	4.42279	4.2326	5.05082
1	4.98987	4.52471	4.61513	4.4791	4.703
2	4.51522	4.52055	4.26196	4.19382	4.7793
3	4.90348	4.48656	4.51644	4.60594	4.65094
4	4.60583	4.60872	4.36	4.1857	4.70946
5	4.85975	4.56917	4.33018	4.44147	4.75655
6	4.55359	4.83215	4.469	4.41385	4.54136
7	5.00335	4.56192	4.51388	4.36312	4.87865
8	4.59187	4.78463	4.23185	4.49711	4.76117
9	4.89748	4.50004	4.48947	4.2434	4.91773
10	4.53336	4.58555	4.32198	4.55819	4.74212
11	4.86224	5.28663	4.13081	4.26288	4.89069
12	4.56368	4.95424	4.10768	4.11996	4.46175
13	5.07744	4.82401	4.18877	4.00036	4.46461
14	4.67022	4.46616	4.20643	4.31609	4.52337
15	5.08525	4.57611	4.25498	4.01155	4.6444
16	4.86625	4.19624	4.3302	4.1988	4.28561
17	4.86874	4.76581	4.05666	4.28587	4.23109
18	4.94953	4.54446	4.40498	4.24143	4.33069
19	4.83871	4.34551	4.52922	5.13591	4.35097
20	4.50315	4.11658	4.25878	5.1984	4.31561
21	4.62178	4.04863	4.48071	4.53647	4.42964
22	4.71931	4.30331	4.3365	4.37589	4.14855
23	4.88082	4.19698	4.70251	4.34767	4.33624
24	5.00159	4.06374	4.33347	4.4747	4.33956
25	4.86288	3.80073	4.7044	4.48862	4.3041
26	4.65567	3.87521	4.19982	4.63718	4.41719
27	4.42517	3.72598	4.64639	4.35552	4.09229
28	4.95192	3.97546	4.31112	4.46749	4.56084
29	4.73152	3.83954	4.70116	4.33424	4.30991
30	4.78795	3.84456	4.38946	4.41083	4.61859
31	4.77395	3.98163	4.49921	4.17991	4.35197
