VOLNUM	fmriSeriesEncode#1Run1_2.bxh	fmriSeriesEncode#1Run2_4.bxh	fmriSeriesEncode#1Run3_6.bxh	fmriSeriesEncode#1Run4_8.bxh	fmriSeriesEncode#1Run5_10.bxh
0	5.04953	5.45154	4.75909	4.56622	4.57711
1	5.04311	5.28162	4.97774	4.71895	4.72549
2	4.59114	5.23048	4.64828	4.55706	4.53377
3	4.99493	5.33015	4.79177	5.07068	4.71584
4	4.61181	5.27822	4.61302	4.77311	4.43863
5	4.77735	5.28514	4.74904	4.75331	4.64318
6	4.53911	5.30167	4.63604	5.05095	4.59601
7	4.81268	5.24302	4.8661	4.81342	4.71341
8	4.31912	5.35678	4.58687	5.03793	4.67061
9	4.76736	5.2379	4.66916	4.81609	4.73364
10	4.26505	5.30305	4.52126	4.82817	4.6976
11	4.80187	5.88548	4.39224	4.71481	4.43369
12	4.78067	5.26754	4.53801	4.93443	4.40623
13	4.92017	5.4482	4.49255	4.95292	4.21825
14	4.79887	5.25407	4.70542	5.09341	4.54753
15	4.83302	5.46463	4.48101	4.86817	4.50111
16	5.10142	5.33528	4.8305	4.96943	4.44714
17	4.80506	5.3918	4.54198	4.84943	4.44417
18	5.17068	5.17974	4.71099	4.99167	4.64917
19	4.47749	5.23525	4.4004	5.25278	4.43657
20	4.65355	5.17241	4.68533	5.30764	4.65329
21	4.47751	5.11862	4.55407	4.85271	4.54191
22	4.94661	5.16125	4.71719	4.9463	4.47216
23	4.82135	5.16269	4.54912	4.59576	4.31145
24	5.22689	5.3161	4.4497	4.95644	4.67148
25	4.86107	5.09891	4.51279	4.72538	4.49449
26	4.76561	5.08781	4.44849	5.14721	4.81698
27	4.45476	4.93676	4.46972	4.62999	4.55655
28	4.99894	5.08225	4.58732	4.88257	4.87871
29	4.67614	4.90928	4.45085	4.46698	4.62864
30	5.04557	4.89535	4.5239	4.73745	4.89264
31	4.61854	4.79523	4.36231	4.44018	4.75854
32	4.67775	4.71621	4.56328	4.71144	5.05922
33	4.33295	4.73806	4.37285	4.86822	4.7821
34	4.81997	4.83357	4.48375	4.5642	5.02253
35	4.32586	4.44539	4.40929	4.59017	4.72785
36	4.55147	4.78616	4.28574	4.5802	4.91335
37	4.28233	4.56368	4.45636	5.16484	4.60518
38	4.32449	4.81031	4.30987	4.50305	4.98245
39	4.14842	4.53128	4.49209	4.76929	4.67319
40	4.56544	4.82304	4.34818	4.30479	4.70297
41	3.99882	4.38624	4.42458	4.65618	4.60641
42	4.24674	4.81051	4.61476	4.37884	4.71629
43	4.71322	4.56491	5.3233	4.60891	4.81307
44	4.31763	4.75311	4.56649	4.34276	5.00644
45	4.57892	4.42554	4.81217	4.03612	5.01982
46	4.2701	4.98255	4.7086	4.18443	4.38061
47	4.48848	4.71734	4.47207	4.19755	4.3285
48	4.49091	4.9292	4.78645	4.66685	4.42394
49	4.76521	4.47637	4.46452	4.42614	4.39014
50	4.4013	4.82688	4.43904	4.43316	4.35798
51	4.30042	4.50765	4.26683	4.71351	4.35493
52	4.44856	4.82585	4.3647	4.21983	4.51463
53	4.35695	4.38643	4.25471	4.79327	4.51782
54	4.54116	4.97171	4.45548	4.12343	4.49068
55	4.17016	4.3744	4.52757	4.28107	4.12829
56	4.45994	4.96719	4.52749	4.77709	4.23369
57	4.1416	4.2142	4.40609	4.25265	4.04353
58	4.32301	5.01556	4.33445	4.45846	4.25973
59	4.50137	4.47538	4.40319	4.19362	4.1973
60	4.28705	5.00114	4.17938	4.64321	4.47505
61	4.27357	4.97837	4.3139	4.68035	4.04991
62	4.31114	4.51029	4.30529	4.54119	4.1505
63	4.74837	5.08522	4.62292	4.60669	4.54226
64	4.06816	4.50422	4.69785	4.35403	4.23327
65	4.43583	4.54621	4.44179	4.42398	4.68721
66	4.07183	4.14564	4.21238	4.04939	3.93805
67	4.26435	4.54763	4.4721	4.51012	4.76517
68	4.47104	4.47909	4.17483	4.60945	4.26747
69	4.65598	4.80684	4.6189	4.79061	4.30279
70	4.50976	4.45599	4.13869	4.16598	4.23636
71	4.37573	4.30404	4.55864	4.2414	3.93309
72	4.3105	4.62401	4.18432	4.48801	4.95391
73	4.07573	4.29661	4.34066	4.18358	4.1679
74	5.15044	5.14704	4.92149	4.80184	4.67452
75	4.53074	4.50368	4.43097	4.72301	4.25551
76	4.6578	5.00583	4.46726	4.24046	4.70103
77	4.26379	4.5773	4.2572	4.41618	4.44769
78	4.12488	4.4487	4.7593	4.44035	4.7358
79	4.14577	4.37022	4.1956	4.36319	4.67931
80	4.37083	4.13715	4.68215	4.58336	4.35686
81	4.26309	4.22882	4.21476	4.32903	4.8509
82	4.09559	4.33783	4.33638	4.95576	4.47026
83	4.53872	4.42304	4.14951	4.74818	4.69978
84	4.04104	4.43617	4.05006	4.59913	4.53882
85	4.2219	4.30086	4.44388	4.87862	4.90339
86	4.03652	4.31524	4.08296	4.2952	4.57793
87	4.17391	4.2823	4.28203	4.41076	4.90978
88	4.0551	4.37926	4.12494	4.21192	4.44486
89	4.8762	4.50061	4.80736	4.54605	5.55202
90	4.28067	4.55159	4.13443	4.33136	6.88134
91	4.18862	4.23763	4.39699	4.36982	5.28904
92	4.40431	4.19742	4.14299	4.41373	4.99166
93	4.18129	4.44742	4.35722	4.33673	4.69856
94	4.7116	4.45881	4.56832	4.4176	5.26948
95	4.95644	4.56246	4.50758	4.49984	4.85154
96	4.4499	4.53045	4.1994	4.45857	4.53502
97	4.03076	4.67053	4.15516	4.31455	4.40555
98	4.36372	4.44741	4.32709	4.51692	4.53827
99	4.11269	4.21049	4.51727	4.4449	4.50195
100	4.60965	4.97358	4.57596	4.53099	5.3768
101	4.51674	4.18619	4.36238	4.26811	4.94582
102	4.66357	4.66288	4.48035	4.22029	4.38037
103	4.45854	4.36543	4.88526	4.26013	4.59665
104	4.03551	4.94788	4.34494	4.00334	4.22661
105	4.25408	4.55807	4.66814	4.83745	4.68181
106	3.84347	4.92072	4.33803	4.3185	4.30726
107	4.14422	4.57181	4.7533	5.04756	4.55892
108	4.00129	4.93856	4.86113	4.96163	4.18114
109	4.07155	4.52611	4.71934	4.76139	4.4645
110	4.48439	4.79607	4.68231	4.82153	4.26173
111	4.44388	4.71307	4.72184	4.9215	4.61267
112	4.87677	4.63706	4.68382	4.70978	4.53175
113	4.62562	4.67926	5.08715	4.4522	4.26591
114	4.55125	4.76211	4.9895	4.51839	4.36344
115	4.89286	5.1484	4.97764	5.04645	4.82701
116	4.70675	4.56089	4.70429	4.29328	4.34308
117	4.71328	4.28631	4.69687	4.29615	4.1268
118	4.7157	4.48683	4.39356	4.78653	4.55029
119	4.49182	4.4266	4.80398	4.85263	4.33273
120	4.60906	4.59948	4.55943	4.56751	5.06915
121	5.05926	4.90711	4.84777	5.00342	4.81534
122	4.51508	4.27371	5.04254	4.01278	4.91803
123	4.31894	5.66126	4.63117	3.95697	3.94401
124	4.13281	4.98511	4.65516	3.97813	4.88231
125	4.40362	4.60289	4.49316	4.32309	4.06403
126	4.31658	5.13572	5.25481	4.60887	5.15752
127	4.47089	4.54595	4.69435	4.33863	4.3903
128	4.21005	4.40329	4.74187	4.19076	4.46223
129	4.63709	4.38178	4.575	4.75971	4.10773
130	3.95467	4.26829	4.53332	4.65362	4.61585
131	4.36376	4.20691	4.54259	4.96006	4.16078
132	4.1598	4.09849	4.66335	4.83	4.87086
133	4.85444	4.12793	4.43441	4.50278	4.97159
134	4.44862	4.60505	4.4134	4.50709	4.63594
135	4.91833	4.47507	4.16895	4.43393	4.02105
136	4.51542	4.57746	4.39897	4.66949	4.75247
137	4.86712	4.65085	4.27146	4.58288	4.66264
138	4.40822	4.74424	4.37147	4.70736	4.19527
139	4.96139	4.37483	4.33221	5.28223	4.17653
140	4.32744	4.83703	4.41613	4.87138	4.21367
141	4.50279	4.49755	4.79725	4.64259	4.62807
142	4.29149	4.46207	4.5743	4.61677	4.13079
143	4.71435	4.35305	4.59512	4.5555	4.04335
144	4.4836	4.29316	4.50825	4.20514	4.04833
145	4.72408	4.36428	4.39498	4.78945	4.63384
146	4.87468	4.63402	4.47191	4.40739	4.43467
147	4.73275	5.11582	4.76291	5.03498	4.68102
148	4.69793	4.58296	4.9083	5.05824	4.55973
149	4.82974	4.73632	4.70107	4.86514	4.61493
150	4.75981	4.40161	4.6851	4.84208	4.77801
151	5.21216	4.25323	4.49981	4.9053	4.59301
152	4.74955	4.61455	4.77652	4.48181	5.15735
153	5.30606	4.46539	4.51866	4.56032	4.52911
154	4.67418	4.34055	4.73282	4.70703	4.65352
155	5.50915	4.31251	4.55132	4.66509	4.28028
156	4.70635	4.33832	4.74233	4.73456	4.37272
157	5.53045	4.21252	4.39452	4.6113	4.3584
158	4.87415	4.69366	4.88227	4.38597	4.92498
159	5.47531	4.39323	4.47655	4.29135	4.60609
160	4.87429	4.88261	5.0472	4.29189	5.19401
161	5.57839	4.61684	4.47922	4.38568	4.95853
162	5.10782	4.5289	4.74531	4.19834	4.77901
163	5.66303	4.40174	4.31765	4.42435	4.88207
164	5.11385	4.7567	4.86558	4.48753	5.07736
165	5.66578	4.67844	4.35412	4.54834	4.7661
