# Overall Threshold 1: [ -7.7075007112009 7.70487461410029 ]
# Overall Threshold 2: [ -15.4136883738515 15.4110622767509 ]
VOLNUM	fmriSeriesEncode_1Run1_2.bxh	fmriSeriesEncode_1Run2_4.bxh	fmriSeriesEncode_1Run3_6.bxh	fmriSeriesEncode_1Run4_8.bxh	fmriSeriesEncode_1Run5_10.bxh
0	-4.47036	-2.0733	-1.14816	-1.11144	-3.31432
1	0.156763	-0.434478	-0.778965	-0.576302	-1.07642
2	-0.822526	-0.229401	1.25871	0.351731	0.211282
3	1.39758	0.396116	-0.958499	0.823196	-0.162073
4	-0.27505	-0.0392877	0.982533	-0.0649984	0.23799
5	2.26732	-0.138359	-0.295366	-0.0899634	1.15049
6	-0.447116	0.991884	-0.0908484	-0.780929	1.80268
7	2.12597	0.942277	0.950697	0.46093	1.03883
8	-0.0981191	1.23802	0.578505	0.947237	-0.2853
9	1.7341	0.0200222	-0.271673	0.365787	2.11107
10	-1.06063	-3.13726	0.503238	0.208698	2.73633
11	-1.58192	3.29667	-4.58935	-2.18342	-6.00994
12	2.65123	-2.47636	2.48285	1.92984	1.06614
13	1.54985	2.72068	1.5736	0.986274	0.816561
14	-0.287876	0.101775	-0.456899	0.010677	-0.582193
15	1.58478	0.827799	1.69452	0.917217	1.13447
16	-4.25859	-0.0345187	-0.295217	-0.851793	-2.30916
17	-0.918009	-3.89215	-2.4112	-0.965641	0.669993
18	1.57012	3.29052	2.11367	-0.653283	1.96526
19	-0.460505	1.15577	0.822249	0.48999	0.342709
20	0.978367	-0.807603	-0.428273	-0.0298226	0.651426
21	-0.8171	-0.59404	-0.744134	-1.157	0.192259
22	-1.85062	-4.17598	-0.94862	-3.28894	-5.01035
23	0.703175	1.48515	-0.820444	3.29718	1.88758
24	0.24776	1.51614	2.37593	0.93828	-0.171964
25	-0.157308	-0.584279	-0.0966707	1.79793	0.595419
26	0.0980551	0.539103	0.239757	0.522621	-0.544596
27	-0.660171	-0.125883	-1.08674	1.23259	1.94858
28	0.593553	0.236915	-0.955286	-1.72244	-1.24045
29	-0.125528	-0.223959	-0.276185	-0.567056	0.0396836
30	0.089658	-0.0764534	-0.945025	-1.84907	-0.0561932
31	-0.239061	-0.276844	0.608285	-0.759639	-0.570931
32	0.769137	0.37665	0.0217416	-1.35388	0.253354
