VOLNUM	fmriSeriesEncode#1Run1_2.bxh	fmriSeriesEncode#1Run2_4.bxh	fmriSeriesEncode#1Run3_6.bxh	fmriSeriesEncode#1Run4_8.bxh	fmriSeriesEncode#1Run5_10.bxh
0	116.176	116.713	116.922	117.005	117.484
1	116.201	116.757	116.958	116.98	117.562
2	116.215	116.697	116.953	116.973	117.519
3	116.154	116.728	116.94	116.973	117.516
4	116.138	116.672	116.907	117.015	117.45
5	116.137	116.711	116.928	116.936	117.457
6	116.127	116.613	116.856	117.005	117.485
7	116.118	116.711	116.887	116.907	117.459
8	116.162	116.661	116.891	116.925	117.46
9	116.129	116.704	116.901	116.942	117.45
10	116.133	116.619	116.896	116.907	117.46
11	116.114	116.654	116.816	116.952	117.415
12	116.205	116.731	116.989	117.022	117.549
13	116.166	116.767	116.893	117.026	117.497
14	116.238	116.72	116.972	117.028	117.515
15	116.174	116.729	116.902	117.018	117.437
16	116.218	116.701	116.966	117.019	117.484
17	116.161	116.689	116.966	117.011	117.524
18	116.246	116.772	117.022	117.096	117.585
19	116.207	116.731	116.921	117.079	117.49
20	116.257	116.783	116.997	117.043	117.554
21	116.177	116.741	116.919	117.084	117.468
22	116.175	116.731	116.974	117.004	117.517
23	116.197	116.754	116.975	117.039	117.528
24	116.278	116.788	117.011	117.028	117.552
25	116.187	116.732	116.904	116.977	117.428
26	116.224	116.76	116.933	117.034	117.465
27	116.167	116.7	116.892	117.035	117.492
28	116.176	116.724	116.912	117.03	117.486
29	116.127	116.677	116.842	117.007	117.468
30	116.113	116.676	116.886	116.987	117.459
31	116.1	116.658	116.834	116.945	117.437
32	116.104	116.655	116.901	116.914	117.484
33	116.137	116.637	116.897	116.932	117.475
34	116.12	116.659	116.876	116.953	117.442
35	116.186	116.586	116.932	116.88	117.523
36	116.098	116.632	116.84	116.939	117.418
37	116.1	116.662	116.915	116.963	117.495
38	116.217	116.762	116.931	117.062	117.518
39	116.232	116.73	117	117.064	117.485
40	116.165	116.755	116.903	117.019	117.414
41	116.213	116.721	116.944	116.965	117.476
42	116.193	116.747	116.987	116.958	117.415
43	116.181	116.746	116.965	117.064	117.592
44	116.234	116.838	117.007	117.045	117.689
