VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	52.8151	52.8487	52.4457	52.5055	52.6459
1	52.8221	52.8024	52.545	52.6619	52.7641
2	52.8158	52.8535	52.4341	52.5414	52.7414
3	52.8079	52.8603	52.5194	52.6773	52.769
4	52.8293	52.855	52.4325	52.5537	52.7481
5	52.8688	52.8916	52.513	52.6317	52.7131
6	52.8298	52.8659	52.4456	52.6118	52.7813
7	52.8638	52.8732	52.5504	52.5878	52.6929
8	52.8789	52.8677	52.4877	52.6846	52.7903
9	52.8266	52.8529	52.5245	52.5642	52.7136
10	52.8696	52.8883	52.4823	52.6506	52.7525
11	52.8153	52.8438	52.5885	52.5993	52.7835
12	52.8457	52.884	52.5187	52.5972	52.7617
13	52.9423	52.8418	52.5757	52.6121	52.7664
14	52.8326	52.8696	52.4531	52.6164	52.7662
15	52.945	52.8479	52.5667	52.6575	52.7267
16	52.8015	52.8107	52.4236	52.6289	52.7935
17	52.8653	52.8277	52.5671	52.6323	52.7247
18	52.7898	52.7856	52.4638	52.6186	52.8234
19	52.9245	52.8184	52.5449	52.5758	52.7324
20	52.8292	52.8726	52.4716	52.6093	52.7992
21	52.8031	52.8387	52.5333	52.5927	52.8007
22	52.8631	52.839	52.467	52.5762	52.7511
23	52.8823	52.9213	52.5641	52.5608	52.8301
24	52.8446	52.783	52.4988	52.6407	52.7168
25	52.8203	52.8471	52.5059	52.515	52.8275
26	52.9086	52.8367	52.5476	52.6568	52.7721
27	52.8183	52.802	52.5413	52.5197	52.8362
28	52.8744	52.8664	52.5023	52.6117	52.7672
29	52.8513	52.8935	52.6198	52.5862	52.8018
30	52.9105	52.8266	52.4827	52.604	52.7472
31	52.8385	52.9147	52.6165	52.6174	52.8476
32	52.9332	52.8653	52.4854	52.6182	52.7759
33	52.8314	52.9066	52.5863	52.6228	52.7552
34	52.908	52.8676	52.5641	52.6332	52.7911
35	52.8468	52.9259	52.5307	52.6073	52.8056
36	52.9212	52.8362	52.5798	52.6453	52.76
37	52.815	52.8948	52.5442	52.6226	52.8113
38	52.8766	52.8381	52.5186	52.6257	52.795
39	52.9017	52.9264	52.5626	52.6888	52.7052
40	52.8732	52.8119	52.4785	52.5648	52.762
41	52.8582	52.8745	52.5683	52.6384	52.7353
42	52.8153	52.8343	52.4753	52.6429	52.6799
43	52.8839	52.8305	52.5801	52.6036	52.7021
44	52.8256	52.8864	52.4923	52.7181	52.7219
45	52.9071	52.8845	52.5325	52.5945	52.7432
46	52.796	52.881	52.5239	52.663	52.698
47	52.8967	52.8186	52.4974	52.5976	52.7391
48	52.8704	52.9316	52.4994	52.6619	52.707
49	52.8792	52.8168	52.5071	52.6362	52.812
50	52.8924	52.8979	52.4943	52.6394	52.6876
51	52.8523	52.8455	52.5599	52.6307	52.8191
52	52.8728	52.8765	52.4869	52.6534	52.7072
53	52.8948	52.8685	52.5646	52.6023	52.7946
54	52.8442	52.8488	52.4956	52.7206	52.7575
55	52.9123	52.8901	52.5478	52.6356	52.8008
56	52.8576	52.8491	52.55	52.7026	52.7946
57	52.8962	52.8824	52.5238	52.6598	52.7815
