VOLNUM	fmriSeriesEncode_2Run1_2.bxh	fmriSeriesEncode_2Run2_4.bxh	fmriSeriesEncode_2Run3_6.bxh	fmriSeriesEncode_2Run4_8.bxh	fmriSeriesEncode_2Run5_10.bxh
0	108.837	108.765	108.662	108.713	108.907
1	108.855	108.774	108.656	108.703	108.895
2	108.842	108.772	108.651	108.705	108.909
3	108.84	108.769	108.678	108.702	108.92
4	108.837	108.776	108.661	108.705	108.934
5	108.845	108.772	108.669	108.705	108.909
6	108.84	108.781	108.663	108.722	108.902
7	108.844	108.766	108.662	108.706	108.901
8	108.839	108.768	108.651	108.719	108.915
9	108.842	108.759	108.67	108.724	108.927
10	108.838	108.778	108.657	108.717	108.924
11	108.843	108.769	108.671	108.723	108.907
12	108.821	108.766	108.661	108.711	108.908
13	108.826	108.749	108.663	108.718	108.914
14	108.843	108.761	108.659	108.725	108.895
15	108.846	108.766	108.665	108.699	108.903
16	108.838	108.766	108.646	108.713	108.888
17	108.845	108.775	108.657	108.697	108.902
18	108.842	108.762	108.687	108.703	108.899
19	108.837	108.772	108.653	108.702	108.9
20	108.84	108.76	108.665	108.719	108.904
21	108.825	108.761	108.667	108.716	108.916
22	108.827	108.739	108.678	108.738	108.895
23	108.842	108.762	108.694	108.713	108.911
24	108.829	108.78	108.671	108.713	108.92
25	108.837	108.772	108.669	108.699	108.922
26	108.837	108.759	108.642	108.707	108.898
27	108.839	108.772	108.66	108.703	108.919
28	108.838	108.757	108.664	108.707	108.913
29	108.833	108.757	108.641	108.703	108.909
30	108.833	108.733	108.654	108.704	108.892
31	108.842	108.756	108.676	108.722	108.908
32	108.83	108.764	108.655	108.726	108.918
33	108.848	108.782	108.667	108.722	108.915
34	108.841	108.777	108.647	108.712	108.905
35	108.849	108.775	108.655	108.706	108.898
36	108.859	108.768	108.645	108.708	108.912
37	108.847	108.768	108.655	108.713	108.888
38	108.841	108.773	108.668	108.708	108.904
39	108.819	108.771	108.668	108.708	108.882
40	108.825	108.779	108.681	108.734	108.924
41	108.814	108.777	108.663	108.729	108.922
42	108.824	108.777	108.665	108.717	108.937
43	108.816	108.748	108.662	108.713	108.919
44	108.835	108.765	108.661	108.7	108.912
45	108.856	108.759	108.662	108.708	108.909
46	108.87	108.779	108.684	108.711	108.915
47	108.843	108.757	108.672	108.696	108.916
48	108.855	108.754	108.659	108.693	108.897
49	108.847	108.754	108.674	108.708	108.884
50	108.84	108.754	108.671	108.707	108.892
51	108.847	108.745	108.684	108.718	108.905
52	108.844	108.757	108.654	108.715	108.913
53	108.835	108.746	108.649	108.706	108.911
54	108.82	108.758	108.676	108.718	108.91
55	108.821	108.755	108.659	108.729	108.908
56	108.826	108.775	108.662	108.713	108.893
57	108.833	108.771	108.658	108.714	108.911
58	108.827	108.778	108.66	108.721	108.902
59	108.833	108.791	108.653	108.721	108.919
60	108.839	108.785	108.645	108.707	108.902
61	108.846	108.779	108.644	108.708	108.921
62	108.839	108.776	108.642	108.721	108.896
63	108.83	108.789	108.653	108.713	108.917
64	108.818	108.786	108.672	108.718	108.918
65	108.842	108.749	108.66	108.718	108.904
66	108.845	108.759	108.674	108.72	108.9
67	108.849	108.768	108.656	108.723	108.909
68	108.839	108.762	108.692	108.707	108.91
69	108.84	108.759	108.677	108.687	108.91
70	108.845	108.713	108.673	108.701	108.894
71	108.854	108.76	108.665	108.695	108.919
72	108.84	108.734	108.669	108.693	108.907
73	108.845	108.754	108.671	108.713	108.919
74	108.841	108.739	108.674	108.718	108.911
75	108.85	108.8	108.649	108.706	108.92
76	108.828	108.772	108.67	108.708	108.895
77	108.837	108.767	108.647	108.73	108.9
78	108.831	108.788	108.669	108.706	108.913
79	108.829	108.77	108.65	108.709	108.902
80	108.816	108.764	108.671	108.706	108.905
81	108.838	108.767	108.672	108.708	108.909
82	108.838	108.775	108.65	108.711	108.904
83	108.836	108.773	108.671	108.717	108.918
84	108.83	108.766	108.656	108.731	108.89
85	108.832	108.763	108.666	108.732	108.911
86	108.843	108.765	108.66	108.734	108.909
87	108.837	108.76	108.662	108.729	108.907
88	108.838	108.757	108.653	108.726	108.929
89	108.822	108.767	108.637	108.723	108.917
90	108.841	108.78	108.643	108.71	108.914
91	108.833	108.766	108.653	108.702	108.921
92	108.844	108.766	108.662	108.704	108.827
93	108.848	108.759	108.663	108.694	108.904
94	108.849	108.766	108.67	108.697	108.906
95	108.855	108.749	108.67	108.702	108.943
96	108.858	108.778	108.673	108.689	108.936
97	108.845	108.757	108.684	108.708	108.903
98	108.835	108.77	108.699	108.714	108.898
99	108.839	108.759	108.687	108.71	108.895
100	108.833	108.766	108.691	108.709	108.931
101	108.839	108.769	108.671	108.715	108.92
102	108.823	108.768	108.652	108.713	108.903
103	108.825	108.783	108.641	108.714	108.906
104	108.817	108.768	108.631	108.718	108.898
105	108.844	108.751	108.646	108.697	108.892
106	108.817	108.748	108.656	108.715	108.906
107	108.828	108.759	108.652	108.72	108.902
108	108.838	108.763	108.676	108.724	108.912
109	108.843	108.76	108.679	108.704	108.896
110	108.847	108.774	108.653	108.733	108.917
111	108.836	108.759	108.668	108.716	108.922
112	108.846	108.769	108.642	108.712	108.922
113	108.847	108.742	108.667	108.708	108.918
114	108.828	108.767	108.66	108.72	108.89
115	108.832	108.785	108.664	108.726	108.909
116	108.857	108.775	108.661	108.725	108.927
117	108.863	108.759	108.646	108.701	108.903
118	108.837	108.759	108.676	108.709	108.898
119	108.857	108.778	108.67	108.713	108.904
120	108.832	108.776	108.657	108.698	108.912
121	108.824	108.769	108.675	108.718	108.915
122	108.857	108.785	108.681	108.7	108.905
123	108.805	108.756	108.655	108.713	108.882
124	108.811	108.77	108.647	108.695	108.907
125	108.815	108.749	108.651	108.712	108.889
126	108.841	108.772	108.664	108.707	108.891
127	108.844	108.739	108.674	108.705	108.91
128	108.848	108.783	108.682	108.696	108.913
129	108.831	108.748	108.678	108.725	108.929
130	108.858	108.783	108.69	108.72	108.916
131	108.834	108.751	108.675	108.722	108.917
132	108.854	108.779	108.655	108.715	108.914
133	108.84	108.749	108.648	108.717	108.908
134	108.825	108.772	108.65	108.727	108.899
135	108.851	108.776	108.632	108.708	108.918
136	108.845	108.774	108.65	108.715	108.909
137	108.836	108.76	108.662	108.721	108.915
138	108.825	108.734	108.649	108.718	108.911
139	108.842	108.755	108.666	108.716	108.904
140	108.843	108.748	108.66	108.695	108.926
141	108.828	108.762	108.66	108.703	108.915
142	108.852	108.767	108.681	108.706	108.91
143	108.813	108.781	108.67	108.696	108.908
144	108.836	108.76	108.693	108.716	108.877
145	108.834	108.771	108.673	108.707	108.903
146	108.838	108.761	108.688	108.725	108.895
147	108.82	108.807	108.652	108.732	108.9
148	108.84	108.755	108.675	108.717	108.917
149	108.87	108.781	108.642	108.706	108.897
150	108.832	108.781	108.641	108.703	108.904
151	108.826	108.775	108.635	108.721	108.892
152	108.826	108.766	108.617	108.724	108.913
153	108.826	108.775	108.653	108.708	108.911
154	108.827	108.745	108.69	108.696	108.913
155	108.851	108.765	108.666	108.698	108.898
156	108.853	108.744	108.676	108.706	108.915
157	108.859	108.761	108.684	108.714	108.926
158	108.851	108.779	108.671	108.734	108.913
159	108.849	108.741	108.688	108.706	108.927
160	108.844	108.736	108.642	108.724	108.889
161	108.835	108.762	108.654	108.686	108.922
162	108.813	108.749	108.673	108.712	108.915
163	108.838	108.775	108.669	108.709	108.913
164	108.837	108.762	108.671	108.72	108.909
165	108.835	108.768	108.664	108.714	108.907
