VOLNUM	fmriSeriesEncode_2Run1_2.bxh	fmriSeriesEncode_2Run2_4.bxh	fmriSeriesEncode_2Run3_6.bxh	fmriSeriesEncode_2Run4_8.bxh	fmriSeriesEncode_2Run5_10.bxh
0	108.808	108.765	108.632	108.534	108.801
1	108.839	108.768	108.639	108.546	108.796
2	108.814	108.789	108.603	108.544	108.816
3	108.821	108.798	108.678	108.538	108.826
4	108.814	108.799	108.624	108.533	108.868
5	108.822	108.808	108.654	108.522	108.827
6	108.806	108.82	108.636	108.544	108.832
7	108.825	108.802	108.662	108.523	108.826
8	108.81	108.809	108.643	108.528	108.847
9	108.816	108.805	108.667	108.537	108.865
10	108.802	108.835	108.649	108.507	108.876
11	108.817	108.82	108.689	108.546	108.842
12	108.764	108.815	108.667	108.536	108.844
13	108.786	108.794	108.666	108.53	108.858
14	108.801	108.82	108.667	108.55	108.824
15	108.797	108.817	108.668	108.504	108.848
16	108.784	108.818	108.656	108.536	108.828
17	108.804	108.828	108.649	108.504	108.864
18	108.811	108.807	108.693	108.517	108.841
19	108.785	108.821	108.657	108.536	108.855
20	108.795	108.799	108.657	108.525	108.85
21	108.775	108.786	108.678	108.544	108.883
22	108.762	108.747	108.671	108.614	108.839
23	108.802	108.773	108.708	108.582	108.88
24	108.767	108.806	108.658	108.595	108.874
25	108.782	108.799	108.658	108.562	108.877
26	108.778	108.761	108.598	108.586	108.846
27	108.782	108.783	108.622	108.587	108.855
28	108.783	108.754	108.612	108.577	108.865
29	108.774	108.758	108.576	108.581	108.852
30	108.776	108.721	108.61	108.578	108.841
31	108.787	108.747	108.622	108.6	108.867
32	108.775	108.767	108.582	108.605	108.873
33	108.804	108.776	108.603	108.591	108.873
34	108.796	108.771	108.574	108.597	108.863
35	108.793	108.767	108.595	108.581	108.856
36	108.806	108.763	108.587	108.605	108.88
37	108.797	108.766	108.606	108.611	108.834
38	108.792	108.792	108.642	108.601	108.891
39	108.756	108.776	108.614	108.605	108.835
40	108.767	108.792	108.652	108.647	108.896
41	108.758	108.772	108.616	108.646	108.89
42	108.77	108.794	108.636	108.615	108.901
43	108.758	108.743	108.641	108.61	108.878
44	108.787	108.785	108.634	108.607	108.872
45	108.818	108.759	108.641	108.608	108.866
46	108.831	108.801	108.654	108.622	108.874
47	108.8	108.763	108.644	108.613	108.869
48	108.811	108.777	108.625	108.598	108.85
49	108.803	108.779	108.655	108.634	108.814
50	108.789	108.758	108.653	108.618	108.839
51	108.801	108.75	108.649	108.638	108.836
52	108.804	108.762	108.583	108.63	108.855
53	108.784	108.75	108.601	108.636	108.858
54	108.772	108.771	108.629	108.643	108.861
55	108.779	108.744	108.585	108.654	108.859
56	108.779	108.784	108.609	108.629	108.826
57	108.799	108.78	108.601	108.643	108.858
58	108.779	108.788	108.608	108.639	108.842
59	108.795	108.793	108.594	108.642	108.878
60	108.795	108.776	108.582	108.619	108.842
61	108.81	108.774	108.588	108.608	108.892
62	108.802	108.763	108.588	108.624	108.851
63	108.792	108.778	108.622	108.602	108.867
64	108.787	108.767	108.627	108.622	108.871
65	108.821	108.722	108.614	108.627	108.847
66	108.816	108.717	108.633	108.638	108.855
67	108.818	108.731	108.601	108.615	108.864
68	108.817	108.708	108.674	108.606	108.882
69	108.813	108.707	108.663	108.578	108.875
70	108.815	108.665	108.681	108.605	108.845
71	108.84	108.708	108.641	108.617	108.905
72	108.82	108.67	108.637	108.612	108.877
73	108.816	108.699	108.635	108.639	108.906
74	108.81	108.69	108.641	108.649	108.877
75	108.833	108.77	108.609	108.625	108.893
76	108.801	108.75	108.639	108.645	108.884
77	108.802	108.733	108.607	108.7	108.866
78	108.789	108.764	108.638	108.648	108.89
79	108.796	108.729	108.598	108.677	108.872
80	108.775	108.741	108.667	108.667	108.894
81	108.805	108.732	108.632	108.675	108.892
82	108.802	108.754	108.601	108.684	108.874
83	108.789	108.749	108.64	108.693	108.901
84	108.789	108.737	108.627	108.703	108.84
85	108.794	108.741	108.619	108.703	108.875
86	108.812	108.743	108.622	108.693	108.875
87	108.796	108.734	108.609	108.703	108.845
88	108.806	108.724	108.61	108.7	108.884
89	108.777	108.739	108.578	108.684	108.854
90	108.804	108.769	108.595	108.673	108.857
91	108.789	108.733	108.611	108.662	108.855
92	108.797	108.73	108.626	108.669	108.743
93	108.801	108.727	108.615	108.639	108.786
94	108.804	108.738	108.614	108.657	108.84
95	108.812	108.715	108.632	108.629	108.894
96	108.816	108.745	108.63	108.637	108.91
97	108.803	108.712	108.639	108.646	108.862
98	108.777	108.727	108.661	108.648	108.817
99	108.779	108.707	108.625	108.642	108.832
100	108.774	108.73	108.638	108.645	108.862
101	108.779	108.725	108.593	108.669	108.843
102	108.756	108.72	108.544	108.657	108.832
103	108.765	108.726	108.535	108.64	108.825
104	108.752	108.71	108.526	108.661	108.805
105	108.782	108.688	108.526	108.62	108.799
106	108.755	108.668	108.547	108.648	108.804
107	108.768	108.685	108.53	108.644	108.799
108	108.783	108.694	108.581	108.659	108.824
109	108.785	108.686	108.569	108.64	108.795
110	108.794	108.71	108.543	108.689	108.816
111	108.776	108.679	108.569	108.651	108.819
112	108.79	108.696	108.526	108.659	108.812
113	108.795	108.657	108.566	108.651	108.81
114	108.776	108.686	108.556	108.68	108.76
115	108.783	108.726	108.574	108.679	108.775
116	108.801	108.716	108.585	108.676	108.809
117	108.805	108.697	108.555	108.661	108.778
118	108.774	108.681	108.592	108.665	108.778
119	108.806	108.713	108.602	108.679	108.778
120	108.758	108.693	108.581	108.628	108.797
121	108.75	108.699	108.605	108.682	108.801
122	108.803	108.716	108.619	108.631	108.794
123	108.741	108.687	108.591	108.662	108.757
124	108.731	108.702	108.581	108.633	108.799
125	108.736	108.678	108.589	108.661	108.784
126	108.774	108.724	108.605	108.627	108.768
127	108.79	108.689	108.629	108.656	108.822
128	108.791	108.738	108.641	108.628	108.805
129	108.773	108.692	108.618	108.675	108.813
130	108.809	108.735	108.643	108.654	108.793
131	108.776	108.69	108.629	108.663	108.802
132	108.81	108.728	108.597	108.655	108.794
133	108.799	108.684	108.58	108.637	108.804
134	108.773	108.719	108.569	108.668	108.776
135	108.818	108.734	108.529	108.635	108.804
136	108.798	108.735	108.567	108.644	108.796
137	108.797	108.723	108.568	108.645	108.789
138	108.792	108.687	108.547	108.63	108.805
139	108.814	108.725	108.589	108.641	108.779
140	108.817	108.697	108.584	108.584	108.804
