VOLNUM	fmriSeriesEncode#2Run1_2.bxh	fmriSeriesEncode#2Run2_4.bxh	fmriSeriesEncode#2Run3_6.bxh	fmriSeriesEncode#2Run4_8.bxh	fmriSeriesEncode#2Run5_10.bxh
0	200.521	202.921	203.409	203.497	204.671
1	199.726	201.904	202.173	202.822	203.889
2	199.555	201.527	202.775	202.654	204.478
3	199.333	200.86	202.394	202.567	203.839
4	199.482	200.458	201.848	202.179	203.216
5	199.379	201.032	201.59	202.441	202.679
6	199.14	200.68	200.608	202.129	202.972
7	199.094	201.255	201.112	202.43	203.134
8	199.503	201.057	201.095	203.009	203.873
9	199.605	201.084	201.068	202.969	203.522
10	199.273	201.262	200.752	203.775	203.003
11	199.149	201.212	200.932	204.181	202.601
12	199.431	201.421	201.186	202.661	202.305
13	199.676	201.491	201.814	204.496	202.624
14	200.074	201.598	202.148	204.215	202.897
15	199.515	201.442	201.598	204.73	202.669
16	199.702	201.888	201.908	204.222	202.992
17	199.621	201.469	201.901	203.824	202.351
18	199.743	201.701	201.346	204.798	202.465
19	199.974	201.699	202.946	203.047	202.744
20	199.672	201.707	202.502	205.303	202.799
21	199.324	202.022	202.08	204.275	202.518
22	199.399	201.729	201.986	204.25	202.615
23	198.624	202.046	202.303	203.552	202.885
24	199.268	201.362	202.077	205.677	203.223
25	198.143	202.945	202.113	205.074	203.019
26	198.768	203.215	201.976	203.97	202.823
27	199.027	202.876	202.192	204.324	203.117
28	199.473	202.792	202.114	202.337	203.323
29	198.909	202.33	202.326	202.745	204.029
30	198.45	202.159	202.431	203.18	203.604
31	198.053	202.073	202.17	202.891	203.868
32	198.524	201.794	202.609	202.891	203.255
33	197.663	201.847	202.717	202.654	203.43
34	197.915	201.286	203.208	202.277	203.022
35	197.595	201.658	203.36	201.969	202.823
36	198.929	201.015	203.43	201.725	203.272
37	198.924	200.917	203.081	201.566	203.225
38	198.383	201.087	203.582	201.494	203.055
39	198.593	200.96	202.921	201.797	202.973
40	198.572	201.224	202.92	201.461	203.065
41	199.128	201.17	202.849	200.537	202.908
42	199.138	200.812	202.741	201.17	203.38
43	199.644	201.021	201.943	201.453	202.94
