VOLNUM	fmriSeriesEncode_1Run1_3.bxh	fmriSeriesEncode_1Run2_5.bxh	fmriSeriesEncode_1Run3_7.bxh	fmriSeriesEncode_1Run4_9.bxh	fmriSeriesEncode_1Run5_11.bxh
0	115.863	115.812	115.98	115.827	116.022
1	115.909	115.808	115.774	115.928	116.046
2	116.201	115.72	115.749	115.761	116.099
3	116.008	115.831	115.953	115.911	116.101
4	115.968	115.775	115.868	115.72	116.16
5	116.04	115.702	115.76	115.871	116.058
6	116.12	115.776	115.877	115.917	115.995
7	115.868	115.817	115.883	115.762	116.086
8	115.898	115.679	115.595	115.83	115.975
9	116.004	115.757	115.832	115.756	116.035
10	115.843	115.837	115.591	115.786	116.135
11	115.881	115.677	115.912	115.811	115.967
12	115.901	115.827	116.077	115.775	116.065
13	116.023	115.759	115.953	115.971	116.118
14	116.054	115.836	115.882	115.708	116.127
15	115.867	115.883	115.89	115.811	116.016
16	115.958	115.963	115.784	115.877	116.123
17	115.947	115.872	115.903	115.73	115.989
18	116.127	115.924	115.89	115.771	116.206
19	116.021	115.989	115.825	115.948	116.056
20	115.911	115.927	115.934	115.759	116.159
21	116.041	115.809	115.839	115.821	116.072
22	115.917	115.868	115.953	115.861	116.116
23	115.86	115.896	115.915	115.758	116.129
24	115.929	115.869	116.004	115.818	116.125
25	116	115.889	116.146	115.854	116.174
26	115.96	115.803	116.762	115.777	116.025
27	115.786	115.898	115.923	115.843	116.113
28	115.867	115.893	115.924	115.791	115.985
29	115.883	115.797	115.937	115.621	115.99
30	115.817	115.831	115.951	115.758	115.952
31	115.851	115.734	115.905	115.631	116.049
32	115.885	115.776	115.838	115.749	116.045
33	115.778	115.811	115.861	115.703	116.061
34	115.857	115.738	115.881	115.698	116.002
35	115.915	115.874	115.809	115.75	116.136
36	115.775	115.891	115.922	115.696	115.857
37	115.901	115.535	115.942	115.746	115.943
38	116.074	115.878	115.856	115.84	116.117
39	116.087	115.898	115.946	115.849	116.019
40	116.139	115.763	115.933	115.925	116.135
41	116.267	115.844	115.99	115.691	115.986
42	115.969	115.915	116.053	115.824	116.03
43	116.163	115.82	115.93	115.835	116.063
44	116.038	115.951	116.057	115.787	116.185
45	116.17	115.905	116.091	115.938	115.972
46	116.067	115.708	115.968	115.736	116.119
47	115.943	115.798	115.895	115.768	115.958
48	116.03	115.769	115.941	115.701	116.034
49	116.097	115.815	115.981	115.705	116.111
50	116.034	115.828	115.966	115.682	116.066
51	116.166	115.753	116.075	115.648	116.055
52	116.183	115.858	115.951	115.713	116.015
53	115.994	115.815	116.024	115.66	116.144
54	116.078	115.749	115.933	115.623	116.041
55	116.056	115.813	115.867	115.623	116.064
56	116.07	115.727	115.921	115.632	116.003
57	115.871	115.83	115.895	115.632	116.012
58	115.91	115.88	115.87	115.69	116.001
59	115.975	115.756	115.887	115.695	115.996
60	115.851	115.834	115.788	115.77	116.001
61	115.907	115.771	115.851	115.707	115.956
62	116.018	115.741	115.904	115.769	116.055
63	116.013	115.872	115.732	115.744	115.945
64	115.844	115.828	116.041	115.776	116.191
65	116.095	115.86	115.853	115.675	116.02
66	116.13	115.978	115.959	115.798	116.025
67	116.181	116.001	115.872	115.777	116.134
68	116.162	115.885	115.779	115.815	116.043
69	115.918	115.873	115.867	115.817	116.136
70	116.146	115.876	115.932	115.771	116.184
71	116.159	115.911	115.904	115.781	116.044
72	115.995	115.967	115.795	115.789	116.047
73	116.124	115.861	115.855	115.819	116.059
74	116.09	115.891	115.769	115.836	116.029
75	116.263	115.969	115.869	115.886	116.009
76	116.262	116.013	115.84	115.826	116.142
77	116.13	115.874	115.931	115.801	116.037
78	116.149	115.963	115.876	115.842	116.063
79	116.191	115.869	115.763	115.702	116.069
80	116.075	115.866	115.76	115.801	116.002
81	116.009	115.841	115.769	115.767	116.041
82	116.067	115.822	115.795	115.839	115.993
83	116.11	115.849	115.779	115.78	116.026
84	115.911	115.714	115.866	115.75	115.999
85	116.025	115.802	115.801	115.782	116.066
86	116.043	115.795	115.91	115.702	116.137
87	115.911	115.707	115.797	115.814	115.875
88	116.044	115.839	116.005	115.709	115.938
89	116.112	115.74	115.783	115.641	116.053
90	116.036	115.894	116.224	115.885	116.008
91	116.129	115.877	115.807	115.772	116.163
92	116.235	115.897	115.879	115.831	116.012
93	116.101	115.937	115.873	115.831	116.096
94	116.018	115.918	115.951	115.662	116.109
95	116.125	115.772	115.818	115.868	116.006
96	116.155	116.009	115.85	115.75	116.041
97	116.289	115.876	115.83	115.775	116.112
98	116.227	115.929	115.786	115.772	116.046
99	116.197	115.905	115.856	115.827	116.043
100	116.136	115.937	115.904	115.731	116.118
101	116.195	115.977	115.948	115.818	116.004
102	116.208	115.966	115.914	115.729	116.027
103	116.15	115.832	115.973	115.744	116.141
104	116.166	115.881	115.909	115.758	115.952
105	115.979	115.939	115.96	115.652	116.047
106	116.072	115.771	115.923	115.681	116.01
107	116.05	115.789	115.945	115.664	115.95
108	115.979	115.823	116.01	115.689	115.996
109	116.162	115.745	115.586	115.62	115.827
110	115.952	115.776	115.792	115.638	115.982
111	115.729	115.759	115.815	115.614	115.85
112	115.983	115.806	115.9	115.631	116.264
113	116.071	115.808	115.834	115.677	115.987
114	115.9	115.933	115.879	115.637	116.024
115	116.022	115.771	115.707	115.766	116.085
116	116.107	115.725	115.907	115.644	116.126
117	116.132	115.863	115.795	115.764	116.122
118	116.01	115.936	115.841	115.567	116.054
119	115.99	115.791	115.884	115.829	116.113
120	116.071	115.864	115.876	115.683	116.028
121	116.02	115.895	115.833	115.765	116.035
122	116.035	115.923	115.938	115.796	116.114
123	116.169	115.868	115.975	115.793	116.036
124	116.107	115.978	115.872	115.729	116.13
125	115.887	115.78	115.968	115.683	116.002
126	116.019	115.854	115.796	115.737	116.051
127	116.087	115.863	115.9	115.746	116.026
128	116.106	115.982	115.888	115.843	116.104
129	116.206	115.815	116.04	115.749	115.981
130	116.015	115.889	115.898	115.794	116
131	115.963	115.905	115.979	115.752	116.007
132	116.071	115.842	115.954	115.731	115.864
133	115.934	115.894	115.858	115.84	115.891
134	115.916	115.727	115.827	115.635	115.973
135	115.996	115.837	115.79	115.866	116.031
136	116.045	115.851	115.813	115.803	115.897
137	115.947	115.62	115.779	115.786	116.036
138	116.015	115.741	115.886	115.817	116.038
139	116.118	115.805	115.891	115.732	115.952
140	116.199	115.717	115.886	115.802	116.092
141	116.014	115.847	115.877	115.653	115.963
142	116.15	115.759	115.809	115.789	116.185
143	116.192	115.79	115.902	115.904	116.14
144	116.047	115.863	115.877	115.686	115.969
145	116.082	115.901	115.994	115.803	116.112
146	116.146	115.911	115.867	115.806	116.073
147	116.15	115.859	115.935	115.713	116.083
148	116.2	116.015	115.914	115.864	116.066
149	116.169	115.979	116.094	115.663	116.111
150	115.967	116.015	115.98	115.779	116.062
151	116.108	115.92	116.04	115.634	116.023
152	116.199	116.005	115.89	115.683	115.984
153	116.109	115.908	115.988	115.864	116.064
154	116.246	115.943	115.954	115.685	116.099
155	116.031	115.908	116.012	115.697	116.041
156	116.06	115.917	115.908	115.749	116.11
157	116.089	115.928	115.951	115.696	116.047
158	116.004	115.811	115.822	115.652	116.09
159	116.044	115.904	115.822	115.734	116.003
160	116.027	115.776	116.28	115.595	115.989
161	115.924	115.884	115.896	115.723	115.987
162	115.981	115.808	115.896	115.621	115.986
163	115.918	115.773	115.972	115.748	115.98
164	116	115.847	115.944	115.833	115.951
165	115.937	115.732	115.959	115.607	116.476
