# Overall Threshold 1: [ -2.02029920114458 2.02030024463855 ]
# Overall Threshold 2: [ -4.04059892403614 4.04059996753012 ]
VOLNUM	fmriSeriesMoCoSeries_4.bxh	fmriSeriesMoCoSeries_6.bxh	fmriSeriesMoCoSeries_8.bxh	fmriSeriesMoCoSeries_10.bxh	fmriSeriesMoCoSeries_12.bxh
0	2.59352	2.46058	1.33006	2.25442	2.03343
1	2.21701	2.04532	0.879919	2.32082	1.80842
2	2.62604	1.76847	0.264309	2.06789	1.85978
3	2.46874	1.68323	-0.232644	1.70356	1.56367
4	2.19007	1.7011	-0.166356	1.48131	1.48745
5	1.94894	1.66175	0.130878	1.02289	1.64419
6	1.4073	1.22404	0.296564	0.0515864	1.59166
7	0.886236	0.652518	0.217864	0.593445	1.98275
8	1.17683	0.407232	0.264636	1.07301	1.30807
9	1.0746	0.442715	0.351605	1.63679	0.867594
10	1.21044	0.672099	0.0980843	1.04111	0.3437
11	-1.18583	0.0729764	-0.325897	0.382218	0.613481
12	1.02887	0.0599902	-1.59909	0.309531	1.89215
13	1.30217	0.44854	-1.18746	1.07312	1.82834
14	1.45008	1.0407	-0.896844	1.35229	2.08098
15	1.72973	0.869763	-1.03869	0.927139	1.58143
16	1.37188	0.615298	-1.42534	0.880334	0.869893
17	-0.961498	0.173303	-1.44442	-0.12531	-0.213413
18	-0.935741	0.145558	-1.06925	0.211718	0.657726
19	0.661855	0.0545904	-1.20622	0.239271	0.346816
20	1.51067	0.0820005	-1.34816	0.319792	0.451035
21	1.88814	-0.235307	-1.57543	0.0848242	0.381449
22	1.53418	-0.0276125	-2.0221	-1.33698	-0.391977
23	0.378164	-0.957147	-1.95983	-1.94619	0.505383
24	0.734701	-0.801607	-1.61972	-1.72628	0.218285
25	0.42809	-0.993122	-1.87422	-1.56036	0.352267
26	0.331245	-1.25165	-1.99724	-1.23494	0.19547
27	-0.0561397	-1.46473	-1.97946	-1.08961	0.16163
28	0.00143299	-1.5562	-2.10525	0.259754	-0.335108
29	-0.316638	-1.47766	-2.59665	0.97808	0.178809
30	-0.3436	-1.58076	-2.47334	0.721328	-0.056801
31	-0.563504	-1.16404	-2.17816	-0.0100748	-0.129756
32	-0.693323	-0.835018	-2.2543	-0.271287	-0.196679
33	-0.484245	-0.981809	-2.03274	-0.150816	-0.0808466
34	-0.281015	-1.56397	-1.76178	-0.426513	-0.317895
35	-0.560507	-0.43326	-1.63419	-0.0611964	-0.0536277
36	-0.776567	0.357967	-1.92073	0.174182	0.745295
37	-0.378023	0.197517	-1.80519	0.303914	0.506897
38	-2.99011	0.441791	-1.64039	-0.501589	0.897664
39	-2.36111	0.469852	-0.834145	0.221233	0.947813
40	-0.231623	0.451438	-0.597908	0.480375	1.38697
41	0.0846565	0.351492	-0.596335	0.281263	1.28335
42	0.30199	0.0955753	-0.775505	0.223291	1.54559
43	0.110928	-1.00389	-1.32248	0.561566	1.41644
