VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	116.062	116.603	116.747	116.901	116.983
1	116.12	116.577	116.762	116.952	116.994
2	116.098	116.602	116.775	116.924	117.019
3	116.08	116.553	116.759	116.903	116.978
4	116.021	116.583	116.754	116.91	116.959
5	116.06	116.548	116.72	116.895	116.954
6	116.003	116.551	116.717	116.869	116.949
7	116.025	116.556	116.716	116.855	117
8	116.039	116.59	116.694	116.828	116.95
9	116.016	116.558	116.753	116.814	116.983
10	116.019	116.558	116.708	116.851	116.908
11	116.028	116.523	116.687	116.799	116.958
12	116.038	116.669	116.756	116.931	116.992
13	116.08	116.591	116.745	116.881	117.012
14	116.065	116.636	116.739	116.931	116.987
15	116.093	116.593	116.769	116.917	116.97
16	116.061	116.614	116.752	116.901	116.941
17	116.101	116.624	116.793	116.924	117.037
18	116.049	116.625	116.784	116.927	117.032
19	116.14	116.653	116.785	116.992	117.039
20	116.068	116.63	116.779	116.942	117.013
21	116.098	116.662	116.782	116.933	117.009
22	116.042	116.58	116.741	116.914	116.962
23	116.13	116.667	116.814	116.921	117.063
24	116.091	116.627	116.785	116.887	117.003
25	116.109	116.653	116.764	116.907	116.977
26	116.055	116.591	116.721	116.904	116.957
27	116.088	116.635	116.758	116.943	116.978
28	116.015	116.56	116.7	116.881	116.965
29	116.053	116.598	116.721	116.921	116.982
30	115.979	116.523	116.685	116.867	116.959
31	116.023	116.59	116.695	116.864	116.946
32	115.973	116.527	116.727	116.814	116.995
33	116.026	116.577	116.727	116.863	116.935
34	116.013	116.521	116.731	116.824	116.986
35	116.034	116.548	116.713	116.848	116.966
36	116.018	116.507	116.71	116.852	116.979
37	115.98	116.547	116.68	116.853	116.941
38	116.134	116.633	116.783	116.981	117.028
39	116.077	116.628	116.769	116.933	116.944
40	116.08	116.645	116.766	116.964	116.953
41	116.065	116.628	116.729	116.833	116.934
42	116.11	116.624	116.834	116.88	116.947
43	116.073	116.654	116.743	116.883	117.004
44	116.128	116.678	116.819	116.972	117.246
45	116.057	116.645	116.695	116.929	116.944
46	116.132	116.626	116.817	116.924	117.026
47	116.039	116.567	116.742	116.892	116.976
48	116.046	116.581	116.728	116.916	116.944
49	116.111	116.625	116.845	116.936	116.936
50	116.129	116.63	116.76	116.934	116.978
51	116.093	116.652	116.789	116.901	117.013
52	116.069	116.615	116.753	116.868	117.051
53	116.073	116.633	116.76	116.908	117.044
54	116.072	116.626	116.704	116.872	117.022
55	116.042	116.562	116.718	116.923	116.961
56	115.999	116.556	116.705	116.879	116.962
57	116.012	116.569	116.672	116.879	116.915
58	116.027	116.556	116.703	116.893	116.973
59	115.978	116.524	116.69	116.872	116.943
60	115.995	116.568	116.75	116.874	116.957
61	115.969	116.534	116.724	116.813	116.951
62	116.023	116.562	116.732	116.855	116.93
63	116.006	116.509	116.732	116.864	116.922
64	116.089	116.618	116.814	116.941	117.048
65	116.05	116.606	116.777	116.93	117.003
66	116.086	116.623	116.774	116.915	117.016
67	116.072	116.621	116.719	116.899	117.002
68	116.094	116.628	116.732	116.908	116.966
69	116.135	116.644	116.757	116.922	116.978
70	116.113	116.692	116.783	116.94	116.983
71	116.121	116.656	116.742	116.9	116.97
72	116.102	116.63	116.755	116.884	116.989
73	116.122	116.608	116.755	116.882	117
74	116.056	116.609	116.776	116.841	116.986
75	116.149	116.64	116.77	116.98	117.056
76	116.043	116.59	116.789	116.954	117.084
77	116.089	116.653	116.765	116.946	117.01
78	116.04	116.57	116.756	116.903	117.032
79	116.055	116.636	116.763	116.9	116.957
80	116.011	116.567	116.724	116.897	116.989
81	116.032	116.575	116.726	116.83	116.965
82	116.016	116.537	116.716	116.914	116.955
83	116.028	116.603	116.728	116.837	116.929
84	116.021	116.54	116.674	116.826	116.926
85	116.013	116.562	116.742	116.859	116.934
86	115.982	116.567	116.689	116.926	116.901
87	116.016	116.546	116.747	116.869	116.936
88	115.998	116.578	116.698	116.892	116.918
89	115.986	116.56	116.754	116.864	116.956
90	116.072	116.63	116.788	116.921	117.452
91	116.089	116.614	116.776	116.897	116.82
92	116.083	116.618	116.771	116.899	116.912
93	116.115	116.597	116.761	116.889	116.982
94	116.108	116.594	116.726	116.911	116.905
95	116.143	116.612	116.735	116.897	117.021
96	116.134	116.645	116.813	116.921	116.946
97	116.103	116.669	116.743	116.952	117.039
98	116.076	116.592	116.757	116.916	117.028
99	116.066	116.609	116.711	116.956	116.992
100	116.039	116.61	116.733	116.895	116.979
101	116.132	116.674	116.789	116.979	117.091
102	116.036	116.659	116.782	116.919	117.004
103	116.076	116.61	116.765	116.921	117.003
104	116.053	116.627	116.778	116.883	116.997
105	116.085	116.621	116.762	116.885	117.027
106	116.075	116.609	116.76	116.837	116.965
107	116.058	116.552	116.742	116.845	116.982
108	116.034	116.587	116.717	116.833	116.948
109	116.004	116.533	116.738	116.885	116.952
110	116.003	116.57	116.762	116.812	116.951
111	115.949	116.54	116.686	116.926	116.952
112	115.996	116.559	116.712	116.859	116.946
113	115.962	116.496	116.706	116.952	116.893
114	116.002	116.566	116.693	116.844	116.938
115	116.009	116.524	116.671	116.884	116.966
116	116.057	116.662	116.793	116.897	116.983
117	116.104	116.611	116.728	116.917	116.97
118	116.145	116.64	116.737	116.884	117.004
119	116.094	116.582	116.708	116.888	117.007
120	116.137	116.602	116.718	116.915	117.039
121	116.111	116.622	116.784	116.963	117.028
122	116.154	116.639	116.832	116.946	117.023
123	116.097	116.797	116.751	116.946	116.998
124	116.086	116.56	116.844	116.919	117.002
125	116.079	116.63	116.762	116.887	117.005
126	116.054	116.621	116.771	116.91	116.98
127	116.078	116.669	116.785	116.94	117.071
128	116.057	116.587	116.799	116.9	116.989
129	116.08	116.615	116.76	116.887	117.004
130	116.037	116.557	116.767	116.839	116.951
131	116.072	116.625	116.739	116.907	116.977
132	116.003	116.587	116.773	116.86	116.948
133	116.011	116.585	116.703	116.934	116.925
134	115.985	116.554	116.73	116.863	116.959
135	116.026	116.561	116.717	116.896	116.96
136	116.056	116.555	116.738	116.886	116.948
137	116.043	116.575	116.66	116.868	116.991
138	116.012	116.565	116.67	116.873	117.005
139	116.068	116.558	116.671	116.886	117.035
140	116.033	116.565	116.68	116.857	116.987
141	116.034	116.504	116.737	116.884	116.962
142	116.058	116.627	116.811	116.955	117.012
143	116.115	116.595	116.769	116.859	116.949
144	116.048	116.629	116.743	116.893	116.93
145	116.072	116.627	116.738	116.883	116.958
146	116.07	116.652	116.783	116.882	116.956
147	116.121	116.626	116.786	116.879	116.983
148	116.082	116.667	116.812	116.981	117.007
