VOLNUM	fmriSeriesMoCoSeries_3.bxh	fmriSeriesMoCoSeries_5.bxh	fmriSeriesMoCoSeries_7.bxh	fmriSeriesMoCoSeries_9.bxh	fmriSeriesMoCoSeries_11.bxh
0	115.044	115.606	115.66	115.894	115.953
1	115.159	115.564	115.687	115.971	115.963
2	115.134	115.604	115.721	115.923	115.998
3	115.151	115.542	115.71	115.89	115.945
4	115.043	115.576	115.714	115.913	115.907
5	115.142	115.547	115.666	115.875	115.888
6	115.041	115.561	115.689	115.86	115.884
7	115.085	115.565	115.69	115.874	115.935
8	115.109	115.616	115.673	115.836	115.872
9	115.119	115.556	115.743	115.821	115.913
10	115.111	115.582	115.686	115.876	115.8
11	115.144	115.579	115.683	115.792	115.866
12	115.132	115.732	115.734	115.971	115.893
13	115.226	115.646	115.735	115.914	115.947
14	115.181	115.718	115.717	116.012	115.921
15	115.249	115.678	115.772	115.991	115.903
16	115.177	115.709	115.732	116.001	115.883
17	115.232	115.742	115.782	116.02	115.971
18	115.149	115.692	115.756	116.023	115.978
19	115.298	115.767	115.779	116.041	116.007
20	115.181	115.724	115.757	116.032	115.968
21	115.231	115.756	115.757	116.036	115.943
22	115.153	115.677	115.689	116.029	115.891
23	115.242	115.736	115.769	116.018	116.027
24	115.206	115.709	115.734	116.002	115.953
25	115.231	115.737	115.699	116.03	115.938
26	115.127	115.666	115.641	116	115.89
27	115.179	115.714	115.684	116.027	115.9
28	115.087	115.596	115.605	115.945	115.867
29	115.127	115.653	115.657	116.011	115.906
30	115.046	115.559	115.599	115.921	115.888
31	115.065	115.636	115.586	115.923	115.835
32	115.007	115.553	115.635	115.847	115.903
33	115.067	115.597	115.633	115.927	115.831
34	115.042	115.493	115.634	115.839	115.901
35	115.056	115.552	115.615	115.871	115.876
36	115.087	115.467	115.623	115.829	115.895
37	115.036	115.534	115.573	115.833	115.818
38	115.208	115.618	115.715	115.948	115.942
39	115.133	115.638	115.678	115.897	115.856
40	115.157	115.655	115.702	115.947	115.901
41	115.14	115.641	115.644	115.774	115.879
42	115.214	115.615	115.794	115.854	115.928
43	115.191	115.641	115.688	115.843	115.971
44	115.216	115.691	115.812	115.957	116.1
45	115.134	115.665	115.668	115.902	115.914
46	115.245	115.635	115.832	115.914	116.002
47	115.118	115.544	115.748	115.855	115.946
48	115.173	115.589	115.707	115.894	115.957
49	115.214	115.637	115.851	115.913	115.957
50	115.256	115.616	115.75	115.91	116
51	115.174	115.686	115.795	115.882	116.047
52	115.174	115.615	115.704	115.829	116.094
53	115.134	115.655	115.742	115.923	116.08
54	115.179	115.634	115.65	115.85	116.078
55	115.108	115.563	115.699	115.914	115.997
56	115.074	115.553	115.67	115.859	116.014
57	115.066	115.572	115.594	115.866	115.926
58	115.089	115.537	115.667	115.881	116.015
59	115.02	115.481	115.625	115.857	115.964
60	115.053	115.53	115.695	115.858	115.968
61	115.015	115.479	115.654	115.768	115.96
62	115.105	115.54	115.665	115.814	115.941
63	115.09	115.453	115.634	115.806	115.899
64	115.171	115.61	115.738	115.91	116.049
65	115.127	115.608	115.676	115.882	115.979
66	115.154	115.64	115.684	115.89	116.009
67	115.158	115.632	115.605	115.857	115.971
68	115.163	115.652	115.633	115.865	115.919
69	115.241	115.668	115.655	115.887	115.943
70	115.192	115.724	115.678	115.895	115.924
71	115.236	115.678	115.633	115.853	115.946
72	115.176	115.686	115.663	115.842	115.925
73	115.219	115.612	115.624	115.865	115.948
74	115.112	115.656	115.679	115.807	115.917
75	115.239	115.655	115.653	115.972	115.986
76	115.14	115.59	115.705	115.921	116.04
77	115.182	115.662	115.648	115.948	115.957
78	115.105	115.551	115.657	115.898	115.99
79	115.122	115.634	115.658	115.887	115.869
80	115.027	115.533	115.613	115.874	115.955
81	115.1	115.545	115.636	115.79	115.897
82	115.064	115.479	115.613	115.917	115.913
83	115.09	115.544	115.662	115.825	115.859
84	115.078	115.483	115.545	115.851	115.868
85	115.091	115.496	115.661	115.923	115.878
86	115.032	115.502	115.585	116.009	115.823
87	115.094	115.456	115.659	115.907	115.888
88	115.06	115.515	115.602	115.974	115.868
